day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
20,51,46,41,41,37,34,93,-,50,12,-,2,30.3,-,30.21,-,0.00,-,201603
21,53,48,42,41,38,34,87,-,51,14,-,2,30.24,-,30.12,-,0.00,-,201603
22,55,47,39,37,35,32,87,-,41,8,-,0,30.12,-,29.98,-,0.00,-,201603
23,50,47,44,39,37,34,81,-,54,8,-,0,30.04,-,29.98,-,0.00,-,201603
24,51,48,44,46,41,36,93,-,62,16,-,6,30.01,-,29.8,-,0.00,-,201603
25,59,52,46,48,39,34,100,-,39,14,-,4,30.01,-,29.77,-,0.00,-,201603
26,57,52,46,52,45,36,88,-,66,32,-,5,29.95,-,29.42,-,0.00,-,201603
27,51,48,46,45,41,36,87,-,54,29,-,8,29.56,-,29.24,-,0.00,-,201603
28,53,47,41,46,39,32,87,-,44,33,-,8,29.44,-,28.8,-,0.00,-,201603
29,55,48,42,41,37,28,87,-,36,21,-,8,29.68,-,29.47,-,0.00,-,201603
30,55,48,42,39,37,32,87,-,44,16,-,6,29.86,-,29.65,-,0.00,-,201603
31,53,48,42,41,35,28,81,-,38,13,-,2,30.09,-,29.86,-,0.00,-,201603
1,55,46,37,39,36,32,93,-,47,15,-,0,30.15,-,30.01,-,0.00,-,201604
2,59,52,46,45,38,32,93,-,36,14,-,7,30.01,-,29.74,-,0.00,-,201604
3,62,54,46,50,45,41,100,-,48,13,-,0,29.77,-,29.59,-,0.00,-,201604
4,55,52,48,50,45,43,94,-,63,14,-,4,29.65,-,29.56,-,0.00,-,201604
5,59,52,46,46,41,34,93,-,41,17,-,4,29.86,-,29.65,-,0.00,-,201604
6,55,50,44,46,38,30,87,-,44,28,-,8,29.86,-,29.65,-,0.00,-,201604
7,51,46,42,43,39,34,87,-,66,18,-,2,29.89,-,29.74,-,0.00,-,201604
8,57,50,42,43,40,37,93,-,48,12,-,2,29.92,-,29.74,-,0.00,-,201604
9,53,48,42,45,38,32,93,-,44,15,-,6,29.74,-,29.56,-,0.00,-,201604
10,53,45,37,45,36,30,87,-,41,24,-,2,29.8,-,29.71,-,0.00,-,201604
11,57,54,50,50,47,45,88,-,63,16,-,4,29.74,-,29.68,-,0.00,-,201604
12,62,55,48,46,42,34,93,-,34,13,-,2,29.74,-,29.71,-,0.00,-,201604
13,62,52,42,45,39,32,87,-,32,8,-,0,29.83,-,29.74,-,0.00,-,201604
14,62,55,48,46,42,39,82,-,42,10,-,0,29.86,-,29.68,-,0.00,-,201604
15,55,52,48,48,47,45,94,-,72,13,-,0,29.68,-,29.42,-,0.00,-,201604
16,48,45,41,45,36,28,87,-,46,15,-,5,29.83,-,29.47,-,0.00,-,201604
17,53,45,37,36,31,25,87,-,33,9,-,2,30.12,-,29.83,-,0.00,-,201604
18,53,47,41,41,36,30,76,-,50,17,-,6,30.27,-,30.12,-,0.00,-,201604
19,59,52,46,43,39,32,82,-,38,15,-,4,30.45,-,30.27,-,0.00,-,201604
20,55,48,41,41,39,36,93,-,51,18,-,4,30.45,-,30.33,-,0.00,-,201604
21,59,50,42,45,40,32,93,-,44,20,-,5,30.33,-,30.18,-,0.00,-,201604
22,51,48,44,45,40,36,87,-,62,17,-,6,30.24,-,30.09,-,0.00,-,201604
23,50,44,39,39,33,27,93,-,40,16,-,2,30.15,-,30.09,-,0.00,-,201604
24,48,44,39,39,34,27,87,-,43,17,-,2,30.12,-,30.06,-,0.00,-,201604
25,53,46,39,41,39,36,87,-,54,20,-,4,30.06,-,29.71,-,0.00,-,201604
26,50,44,39,36,30,25,81,-,40,20,-,6,29.8,-,29.71,-,0.00,-,201604
27,51,44,37,36,31,23,87,-,33,16,-,2,29.95,-,29.83,-,0.00,-,201604
28,53,45,37,41,33,25,93,-,33,17,-,0,29.98,-,29.77,-,0.00,-,201604
29,51,46,42,41,34,28,81,-,43,24,-,6,29.98,-,29.77,-,0.00,-,201604
30,55,48,41,36,32,25,76,-,31,17,-,4,30.33,-,29.98,-,0.00,-,201604
1,62,52,41,45,36,28,81,-,29,14,-,2,30.39,-,30.3,-,0.00,-,201605
2,62,56,50,50,47,41,94,-,59,20,-,8,30.3,-,30.04,-,0.00,-,201605
3,59,52,44,41,36,30,81,-,34,14,-,4,30.36,-,30.15,-,0.00,-,201605
4,64,55,46,39,34,19,71,-,22,13,-,0,30.36,-,30.24,-,0.00,-,201605
5,68,57,46,43,38,34,81,-,28,16,-,2,30.24,-,30.01,-,0.00,-,201605
6,69,58,48,50,46,41,82,-,38,15,-,2,30.01,-,29.77,-,0.00,-,201605
7,75,64,53,54,49,45,88,-,40,17,-,4,29.77,-,29.71,-,0.00,-,201605
8,78,66,55,52,50,48,82,-,36,17,-,4,29.77,-,29.74,-,0.00,-,201605
9,73,65,57,55,51,48,82,-,43,17,-,2,29.8,-,29.74,-,0.00,-,201605
10,62,60,59,59,58,55,100,-,82,14,-,6,29.8,-,29.68,-,0.00,-,201605
11,66,62,57,61,58,57,100,-,78,13,-,2,29.68,-,29.59,-,0.00,-,201605
12,73,63,53,59,53,48,100,-,43,18,-,2,29.68,-,29.56,-,0.00,-,201605
13,62,56,50,52,48,39,88,-,63,15,-,6,30.01,-,29.68,-,0.00,-,201605
14,55,50,46,39,35,32,71,-,41,13,-,4,30.21,-,30.01,-,0.00,-,201605
15,62,53,44,46,38,34,82,-,36,15,-,0,30.21,-,30.15,-,0.00,-,201605
16,66,58,50,46,44,39,87,-,40,13,-,0,30.18,-,30.09,-,0.00,-,201605
17,64,57,50,48,44,41,82,-,42,17,-,2,30.09,-,29.86,-,0.00,-,201605
18,57,55,53,52,49,46,88,-,72,14,-,4,29.86,-,29.59,-,0.00,-,201605
19,64,58,51,52,49,41,94,-,45,17,-,2,29.92,-,29.68,-,0.00,-,201605
20,68,62,57,54,49,41,88,-,42,17,-,7,29.98,-,29.89,-,0.00,-,201605
21,64,60,57,55,52,50,88,-,59,20,-,4,29.92,-,29.68,-,0.00,-,201605
22,66,60,55,52,48,43,88,-,43,12,-,0,29.89,-,29.68,-,0.00,-,201605
23,66,58,51,52,45,39,88,-,37,13,-,6,30.18,-,29.89,-,0.00,-,201605
24,62,55,48,52,42,39,88,-,45,15,-,2,30.18,-,30.09,-,0.00,-,201605
25,53,52,50,48,44,37,88,-,62,13,-,4,30.12,-,30.01,-,0.00,-,201605
26,66,58,50,50,47,43,87,-,46,15,-,2,30.04,-,29.98,-,0.00,-,201605
27,68,60,51,55,50,45,88,-,52,13,-,6,30.06,-,30.01,-,0.00,-,201605
28,66,58,50,54,50,46,94,-,60,13,-,5,30.04,-,29.92,-,0.00,-,201605
29,66,58,50,54,50,45,88,-,64,13,-,5,30.01,-,29.89,-,0.00,-,201605
30,62,58,53,52,50,46,88,-,59,17,-,7,30.01,-,29.95,-,0.00,-,201605
31,57,54,51,52,50,46,94,-,67,18,-,9,30.09,-,29.92,-,0.00,-,201605
1,55,54,53,52,52,50,94,-,88,15,-,6,30.18,-,30.09,-,0.00,-,201606
2,53,52,50,50,47,46,94,-,77,16,-,9,30.18,-,30.09,-,0.00,-,201606
3,55,52,50,52,48,45,94,-,77,12,-,2,30.09,-,30.01,-,0.00,-,201606
4,66,60,53,59,55,52,94,-,73,8,-,4,30.09,-,30.01,-,0.00,-,201606
5,75,64,53,59,54,52,94,-,53,13,-,4,30.18,-,30.09,-,0.00,-,201606
6,71,62,53,54,50,43,94,-,38,13,-,6,30.21,-,30.15,-,0.00,-,201606
7,73,64,55,63,54,43,83,-,48,8,-,2,30.24,-,30.18,-,0.00,-,201606
8,77,67,57,63,56,46,94,-,50,14,-,0,30.24,-,30.21,-,0.00,-,201606
9,68,60,53,54,52,50,94,-,56,12,-,4,30.24,-,30.06,-,0.00,-,201606
10,73,64,55,55,50,37,88,-,37,13,-,4,30.06,-,29.86,-,0.00,-,201606
11,71,65,59,59,56,52,83,-,50,13,-,2,29.86,-,29.83,-,0.00,-,201606
12,68,64,59,61,57,52,94,-,68,13,-,2,29.83,-,29.62,-,0.00,-,201606
13,66,62,59,59,56,54,88,-,68,16,-,4,29.65,-,29.53,-,0.00,-,201606
14,66,62,57,57,55,52,94,-,64,17,-,5,29.53,-,29.39,-,0.00,-,201606
15,68,62,55,54,51,48,88,-,49,16,-,5,29.53,-,29.39,-,0.00,-,201606
16,66,62,57,55,53,50,88,-,59,13,-,4,29.59,-,29.5,-,0.00,-,201606
17,66,60,55,55,54,50,94,-,56,13,-,0,29.95,-,29.59,-,0.00,-,201606
18,60,58,55,54,51,48,88,-,63,13,-,0,30.24,-,29.95,-,0.00,-,201606
19,69,63,57,59,53,50,94,-,49,16,-,4,30.24,-,30.06,-,0.00,-,201606
20,71,66,60,61,58,55,94,-,57,21,-,8,30.06,-,29.86,-,0.00,-,201606
21,71,66,60,55,54,52,82,-,53,14,-,6,30.09,-,29.98,-,0.00,-,201606
22,73,66,59,64,60,55,94,-,65,13,-,2,30.09,-,30.04,-,0.00,-,201606
23,71,68,66,66,65,63,94,-,78,10,-,2,30.06,-,29.95,-,0.00,-,201606
24,71,64,57,61,53,50,94,-,50,17,-,7,30.09,-,30.01,-,0.00,-,201606
25,69,63,57,55,52,46,88,-,49,15,-,2,30.06,-,29.98,-,0.00,-,201606
26,68,62,57,55,52,48,88,-,49,17,-,6,30.06,-,30.01,-,0.00,-,201606
27,69,64,59,61,53,46,100,-,43,16,-,7,30.09,-,29.98,-,0.00,-,201606
28,69,63,57,54,48,43,88,-,40,17,-,0,30.09,-,29.71,-,0.00,-,201606
29,64,58,53,55,53,48,88,-,59,18,-,9,29.86,-,29.74,-,0.00,-,201606
30,68,62,57,55,54,50,94,-,52,17,-,5,29.83,-,29.77,-,0.00,-,201606
1,68,62,55,57,53,46,88,-,52,18,-,9,29.83,-,29.74,-,0.00,-,201607
2,68,60,53,52,48,43,82,-,40,23,-,8,30.04,-,29.83,-,0.00,-,201607
3,69,61,53,54,50,46,88,-,46,15,-,6,30.12,-,30.04,-,0.00,-,201607
4,69,62,55,57,54,48,94,-,49,14,-,5,30.12,-,29.98,-,0.00,-,201607
5,69,64,60,57,51,46,88,-,43,17,-,4,30.15,-,29.95,-,0.00,-,201607
6,71,63,55,52,46,43,72,-,38,10,-,2,30.21,-,30.15,-,0.00,-,201607
7,73,66,60,55,52,48,72,-,46,12,-,6,30.15,-,30.04,-,0.00,-,201607
8,73,66,60,57,55,54,82,-,50,22,-,7,30.09,-,29.95,-,0.00,-,201607
9,75,68,62,59,57,54,78,-,53,20,-,5,30.12,-,29.92,-,0.00,-,201607
10,73,68,62,61,57,52,88,-,50,22,-,9,29.92,-,29.71,-,0.00,-,201607
11,69,64,60,61,56,54,88,-,60,20,-,8,29.86,-,29.68,-,0.00,-,201607
12,66,62,57,57,53,50,94,-,56,15,-,6,29.95,-,29.86,-,0.00,-,201607
13,66,60,53,54,50,45,94,-,49,17,-,5,30.15,-,29.95,-,0.00,-,201607
14,69,62,55,50,48,45,82,-,40,12,-,4,30.3,-,30.15,-,0.00,-,201607
15,68,62,55,59,53,46,88,-,46,16,-,5,30.33,-,30.27,-,0.00,-,201607
16,80,72,64,63,60,59,83,-,51,16,-,10,30.3,-,30.21,-,0.00,-,201607
17,82,74,66,63,61,59,88,-,45,17,-,7,30.21,-,30.12,-,0.00,-,201607
18,84,74,64,63,57,46,88,-,28,13,-,0,30.18,-,30.09,-,0.00,-,201607
19,89,76,62,64,61,57,88,-,33,14,-,4,30.15,-,29.89,-,0.00,-,201607
20,87,78,69,64,61,54,78,-,33,18,-,4,29.92,-,29.74,-,0.00,-,201607
21,77,68,60,61,55,52,82,-,41,14,-,2,30.06,-,29.92,-,0.00,-,201607
22,77,72,66,61,58,55,83,-,47,9,-,2,30.12,-,30.04,-,0.00,-,201607
23,80,71,62,61,58,54,88,-,44,13,-,0,30.12,-,30.06,-,0.00,-,201607
24,75,68,62,63,58,55,83,-,53,15,-,5,30.12,-,30.04,-,0.00,-,201607
25,75,68,60,63,53,46,88,-,36,15,-,6,30.12,-,30.06,-,0.00,-,201607
26,73,66,60,57,53,50,77,-,46,13,-,5,30.18,-,30.09,-,0.00,-,201607
27,75,70,64,61,59,55,88,-,53,14,-,2,30.06,-,29.95,-,0.00,-,201607
28,73,66,60,61,55,48,83,-,47,15,-,2,29.98,-,29.86,-,0.00,-,201607
29,73,68,64,61,58,55,88,-,53,16,-,7,29.89,-,29.83,-,0.00,-,201607
30,71,66,62,59,53,48,83,-,43,13,-,2,29.98,-,29.89,-,0.00,-,201607
31,71,65,59,52,49,46,72,-,43,14,-,2,30.06,-,29.98,-,0.00,-,201607
1,66,62,59,55,51,48,88,-,52,13,-,2,30.12,-,29.95,-,0.00,-,201608
2,71,65,59,66,62,55,100,-,78,14,-,5,29.92,-,29.8,-,0.00,-,201608
3,73,68,62,63,58,54,83,-,50,21,-,10,29.8,-,29.71,-,0.00,-,201608
4,73,66,60,55,53,48,77,-,43,18,-,10,29.95,-,29.74,-,0.00,-,201608
5,75,67,59,57,53,48,88,-,38,16,-,7,30.21,-,29.95,-,0.00,-,201608
6,78,68,59,57,53,50,82,-,36,14,-,5,30.33,-,30.21,-,0.00,-,201608
7,80,72,64,63,58,50,83,-,39,23,-,7,30.33,-,30.12,-,0.00,-,201608
8,69,64,60,55,47,41,82,-,38,18,-,8,30.21,-,30.09,-,0.00,-,201608
9,68,62,55,48,44,41,72,-,37,15,-,6,30.3,-,30.21,-,0.00,-,201608
10,68,60,53,50,46,41,82,-,40,14,-,5,30.27,-,30.21,-,0.00,-,201608
11,73,66,60,57,54,48,77,-,50,18,-,7,30.21,-,30.12,-,0.00,-,201608
12,82,71,60,57,55,48,88,-,30,18,-,8,30.24,-,30.15,-,0.00,-,201608
13,77,68,60,57,54,50,82,-,41,17,-,5,30.24,-,30.15,-,0.00,-,201608
14,73,68,60,54,49,46,77,-,41,10,-,2,30.3,-,30.21,-,0.00,-,201608
15,73,65,57,54,52,50,88,-,44,15,-,2,30.3,-,30.18,-,0.00,-,201608
16,73,64,55,57,53,52,88,-,47,16,-,2,30.18,-,30.04,-,0.00,-,201608
17,77,67,57,57,54,52,88,-,41,13,-,4,30.04,-,29.86,-,0.00,-,201608
18,77,68,59,59,55,48,88,-,38,15,-,4,29.86,-,29.83,-,0.00,-,201608
19,68,65,62,61,59,54,88,-,64,15,-,4,29.83,-,29.68,-,0.00,-,201608
20,69,64,60,57,54,50,82,-,49,25,-,8,29.8,-,29.68,-,0.00,-,201608
21,71,66,60,59,54,48,83,-,43,21,-,8,30.12,-,29.8,-,0.00,-,201608
22,78,71,64,59,58,55,83,-,47,18,-,5,30.27,-,30.12,-,0.00,-,201608
23,86,72,59,63,57,50,88,-,35,12,-,0,30.27,-,30.09,-,0.00,-,201608
24,91,80,68,64,62,59,83,-,36,12,-,0,30.09,-,30.01,-,0.00,-,201608
25,82,74,66,66,63,61,83,-,51,13,-,0,30.04,-,29.92,-,0.00,-,201608
26,80,73,66,66,55,41,83,-,24,12,-,2,30.12,-,29.95,-,0.00,-,201608
27,77,70,62,64,59,50,88,-,52,21,-,2,30.12,-,29.89,-,0.00,-,201608
28,73,68,64,64,59,57,83,-,57,18,-,6,30.01,-,29.86,-,0.00,-,201608
29,75,68,60,61,54,48,88,-,41,9,-,0,30.27,-,30.01,-,0.00,-,201608
30,80,70,59,55,51,48,77,-,32,9,-,2,30.3,-,30.18,-,0.00,-,201608
31,75,68,60,59,54,52,77,-,47,16,-,4,30.18,-,30.09,-,0.00,-,201608
1,75,67,59,55,53,48,82,-,41,12,-,4,30.24,-,30.15,-,0.00,-,201609
2,69,64,60,59,57,54,88,-,64,14,-,7,30.15,-,30.04,-,0.00,-,201609
3,69,63,57,63,56,50,94,-,52,17,-,7,30.06,-,29.83,-,0.00,-,201609
4,68,65,62,63,56,52,88,-,56,22,-,8,30.04,-,29.77,-,0.00,-,201609
5,73,66,59,66,61,55,94,-,73,9,-,4,30.18,-,30.04,-,0.00,-,201609
6,75,72,68,66,65,61,88,-,69,10,-,4,30.24,-,30.18,-,0.00,-,201609
7,82,74,66,64,60,54,88,-,39,10,-,0,30.18,-,29.89,-,0.00,-,201609
8,75,68,62,59,54,48,88,-,38,21,-,2,30.01,-,29.74,-,0.00,-,201609
9,71,66,60,61,58,54,83,-,60,18,-,6,30.01,-,29.95,-,0.00,-,201609
10,71,66,62,63,60,54,94,-,64,16,-,7,29.98,-,29.86,-,0.00,-,201609
11,71,62,53,54,49,41,94,-,35,10,-,0,30.09,-,29.98,-,0.00,-,201609
12,78,68,57,61,56,50,88,-,47,12,-,2,29.98,-,29.89,-,0.00,-,201609
13,91,78,66,64,61,55,88,-,29,15,-,4,29.86,-,29.77,-,0.00,-,201609
14,82,75,68,64,60,55,83,-,39,13,-,0,29.89,-,29.77,-,0.00,-,201609
15,86,75,64,64,60,57,88,-,40,13,-,0,29.89,-,29.74,-,0.00,-,201609
16,68,64,59,63,57,50,94,-,59,17,-,6,30.04,-,29.8,-,0.00,-,201609
17,60,58,57,57,54,50,94,-,72,16,-,5,30.18,-,30.04,-,0.00,-,201609
18,66,62,59,57,55,54,94,-,64,8,-,0,30.18,-,30.12,-,0.00,-,201609
19,69,64,60,57,54,52,82,-,53,8,-,0,30.18,-,30.15,-,0.00,-,201609
20,66,62,59,57,55,52,94,-,60,7,-,2,30.15,-,30.09,-,0.00,-,201609
21,73,66,59,57,54,50,88,-,46,12,-,2,30.09,-,30.01,-,0.00,-,201609
22,68,64,60,59,54,46,82,-,56,12,-,2,30.15,-,30.04,-,0.00,-,201609
23,68,60,53,48,45,41,82,-,37,10,-,4,30.3,-,30.18,-,0.00,-,201609
24,73,65,57,55,52,48,77,-,41,17,-,4,30.21,-,29.86,-,0.00,-,201609
25,68,62,57,57,50,43,88,-,40,20,-,5,30.15,-,29.8,-,0.00,-,201609
26,66,60,55,52,49,46,82,-,49,12,-,2,30.21,-,30.15,-,0.00,-,201609
27,68,62,55,61,55,46,88,-,59,17,-,4,30.24,-,30.15,-,0.00,-,201609
28,75,66,57,61,56,52,94,-,56,17,-,8,30.27,-,30.12,-,0.00,-,201609
29,68,62,57,61,53,43,88,-,43,22,-,12,30.09,-,29.92,-,0.00,-,201609
30,66,60,55,52,48,45,88,-,49,17,-,5,29.95,-,29.83,-,0.00,-,201609
1,60,56,51,52,50,46,94,-,63,14,-,0,29.8,-,29.65,-,0.00,-,201610
2,62,56,51,48,46,41,88,-,48,13,-,0,30.24,-,29.77,-,0.00,-,201610
3,64,55,46,50,45,39,93,-,40,8,-,0,30.42,-,30.24,-,0.00,-,201610
4,64,58,51,54,51,50,94,-,59,23,-,0,30.45,-,30.39,-,0.00,-,201610
5,60,56,53,50,45,41,77,-,48,25,-,10,30.45,-,30.39,-,0.00,-,201610
6,59,56,53,46,42,37,72,-,45,20,-,6,30.39,-,30.18,-,0.00,-,201610
7,59,57,55,52,49,45,88,-,63,12,-,4,30.21,-,30.15,-,0.00,-,201610
8,60,58,53,54,50,46,88,-,59,10,-,4,30.33,-,30.21,-,0.00,-,201610
9,59,54,48,46,45,41,87,-,51,13,-,4,30.36,-,30.33,-,0.00,-,201610
10,57,52,46,45,43,39,87,-,54,12,-,2,30.36,-,30.24,-,0.00,-,201610
11,60,52,44,46,44,41,93,-,52,13,-,0,30.24,-,30.15,-,0.00,-,201610
12,59,54,50,48,47,43,94,-,55,15,-,0,30.18,-,30.06,-,0.00,-,201610
13,57,52,48,48,45,43,94,-,63,20,-,5,30.04,-,29.8,-,0.00,-,201610
14,59,54,48,46,45,45,87,-,63,15,-,2,29.8,-,29.65,-,0.00,-,201610
