day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
21,33,28,24,34,30,25,100,-,93,13,-,1,30.34,-,30.18,-,0.00,-,201601
22,41,34,28,41,31,27,100,-,67,18,-,8,30.33,-,30.06,-,0.12,-,201601
23,50,44,39,46,44,38,100,-,81,16,-,4,30.49,-,30.12,-,0.00,-,201601
24,52,46,41,51,45,41,100,-,92,18,-,6,30.46,-,30.3,-,0.08,-,201601
25,55,50,46,50,47,41,100,-,63,23,-,4,30.33,-,30.09,-,0.00,-,201601
26,52,46,41,47,44,41,100,-,65,30,-,7,30.21,-,29.89,-,0.02,-,201601
27,53,51,48,52,49,45,100,-,79,31,-,15,29.92,-,29.74,-,0.28,-,201601
28,48,44,39,45,37,33,93,-,51,22,-,10,30.26,-,29.86,-,0.00,-,201601
29,51,46,40,47,44,35,93,-,69,33,-,18,30.19,-,29.95,-,0.00,-,201601
30,49,45,41,46,40,30,93,-,48,31,-,10,29.95,-,29.65,-,0.28,-,201601
31,50,45,40,48,38,30,100,-,52,25,-,9,29.8,-,29.65,-,0.12,-,201601
1,53,50,46,50,48,46,100,-,67,36,-,9,29.93,-,29.77,-,0.00,-,201602
2,50,47,44,46,38,32,82,-,48,29,-,20,29.93,-,29.8,-,0.00,-,201602
3,45,41,37,39,35,32,87,-,53,28,-,7,30.24,-,29.92,-,0.03,-,201602
4,46,41,36,43,38,32,100,-,66,25,-,0,30.27,-,30.01,-,0.08,-,201602
5,51,45,39,47,44,39,100,-,72,21,-,6,30.28,-,29.95,-,0.00,-,201602
6,50,48,47,46,43,40,93,-,66,22,-,13,29.96,-,29.39,-,0.00,-,201602
7,48,45,42,45,40,36,93,-,53,30,-,13,29.5,-,29.3,-,0.01,-,201602
8,49,46,43,44,41,38,87,-,58,38,-,22,29.35,-,29.06,-,0.04,-,201602
9,43,41,39,41,37,32,93,-,59,31,-,2,29.32,-,28.94,-,0.24,-,201602
10,46,42,37,43,37,32,93,-,69,21,-,6,29.52,-,29.12,-,0.16,-,201602
11,46,40,33,38,34,32,93,-,56,16,-,4,29.65,-,29.53,-,0.00,-,201602
12,42,36,30,37,34,30,100,-,71,13,-,2,29.64,-,29.44,-,0.01,-,201602
13,39,34,28,36,32,27,93,-,74,18,-,4,29.46,-,29.09,-,0.04,-,201602
14,37,35,33,36,34,33,100,-,86,22,-,7,29.62,-,29.09,-,0.39,-,201602
15,43,36,28,35,30,26,93,-,46,22,-,1,30.45,-,29.64,-,0.01,-,201602
16,42,33,24,33,27,23,100,-,47,11,-,0,30.63,-,30.47,-,0.00,-,201602
17,37,30,24,28,25,21,93,-,58,13,-,0,30.5,-,29.92,-,0.00,-,201602
18,37,32,26,36,31,25,100,-,71,13,-,4,30.02,-,29.89,-,0.04,-,201602
19,47,38,28,37,34,28,100,-,49,20,-,2,30.11,-,29.92,-,0.04,-,201602
20,51,44,38,48,44,35,100,-,73,32,-,14,29.91,-,29.65,-,0.12,-,201602
21,53,50,47,50,48,46,100,-,77,36,-,10,29.81,-,29.65,-,0.04,-,201602
22,45,42,37,48,40,34,100,-,61,34,-,4,29.81,-,29.62,-,0.04,-,201602
23,47,40,33,39,35,32,93,-,56,20,-,1,30.08,-,29.8,-,0.01,-,201602
24,44,36,29,36,32,28,100,-,55,16,-,0,30.09,-,29.95,-,0.02,-,201602
25,42,36,29,37,32,28,100,-,57,17,-,0,29.98,-,29.89,-,0.02,-,201602
26,41,35,29,36,31,25,100,-,56,13,-,1,29.97,-,29.83,-,0.01,-,201602
27,43,36,30,32,28,24,93,-,41,18,-,6,30,-,29.8,-,0.00,-,201602
28,43,36,30,34,31,28,100,-,45,20,-,4,30.26,-,29.98,-,0.00,-,201602
29,43,36,30,34,30,27,93,-,46,16,-,1,30.32,-,30.24,-,0.00,-,201602
1,48,36,25,46,34,23,100,-,72,22,-,1,30.27,-,29.59,-,0.28,-,201603
2,46,40,33,46,38,32,100,-,56,26,-,4,29.6,-,29.3,-,0.31,-,201603
3,46,39,32,39,33,30,100,-,50,16,-,0,29.68,-,29.36,-,0.01,-,201603
4,37,34,30,37,33,28,100,-,74,22,-,2,29.63,-,29.24,-,0.39,-,201603
5,45,36,26,36,31,25,100,-,56,10,-,1,29.47,-,29.36,-,0.00,-,201603
6,45,36,28,38,34,29,100,-,57,13,-,0,29.59,-,29.47,-,0.01,-,201603
7,44,38,31,36,33,30,100,-,55,10,-,2,29.84,-,29.56,-,0.08,-,201603
8,46,38,31,38,34,30,100,-,59,16,-,2,29.98,-,29.85,-,0.03,-,201603
9,46,42,37,36,32,28,87,-,43,25,-,9,29.86,-,29.59,-,0.00,-,201603
10,47,38,30,37,32,26,87,-,50,13,-,4,30.3,-,29.83,-,0.00,-,201603
11,41,37,33,38,35,32,100,-,74,13,-,4,30.45,-,30.3,-,0.00,-,201603
12,50,40,30,36,32,27,93,-,48,11,-,2,30.52,-,30.42,-,0.00,-,201603
13,47,38,30,36,32,27,87,-,51,16,-,5,30.62,-,30.51,-,0.00,-,201603
14,48,40,32,34,31,27,87,-,42,18,-,5,30.61,-,30.45,-,0.00,-,201603
15,47,38,30,43,39,30,100,-,74,16,-,2,30.45,-,30.33,-,0.00,-,201603
16,48,42,35,40,32,28,93,-,40,22,-,6,30.47,-,30.39,-,0.00,-,201603
17,51,43,35,38,33,28,93,-,32,13,-,4,30.47,-,30.33,-,0.00,-,201603
18,45,41,37,41,38,34,100,-,68,12,-,4,30.33,-,30.18,-,0.00,-,201603
19,46,44,41,37,36,34,87,-,56,16,-,8,30.26,-,30.18,-,0.00,-,201603
20,49,44,39,45,40,36,100,-,55,14,-,4,30.24,-,30.12,-,0.01,-,201603
21,48,45,42,43,41,39,93,-,71,18,-,4,30.16,-,30.06,-,0.00,-,201603
22,50,45,40,45,42,37,93,-,70,13,-,4,30.07,-,29.95,-,0.00,-,201603
23,50,46,41,45,43,39,100,-,70,15,-,4,29.97,-,29.92,-,0.01,-,201603
24,51,46,42,45,41,36,100,-,53,18,-,4,29.97,-,29.83,-,0.03,-,201603
25,50,42,35,46,43,35,100,-,68,22,-,2,30.07,-,29.77,-,0.12,-,201603
26,58,45,32,46,41,32,100,-,52,25,-,4,30.07,-,29.56,-,0.04,-,201603
27,56,49,42,45,42,37,93,-,43,28,-,8,29.71,-,29.56,-,0.12,-,201603
28,53,48,43,45,40,36,87,-,43,38,-,16,29.63,-,29.18,-,0.04,-,201603
29,53,48,42,45,40,37,93,-,48,27,-,5,29.74,-,29.44,-,0.12,-,201603
30,51,46,42,43,39,36,93,-,53,24,-,2,29.88,-,29.62,-,0.04,-,201603
31,54,47,40,45,39,36,93,-,44,16,-,0,30.04,-,29.86,-,0.00,-,201603
1,55,46,36,39,36,32,93,-,35,11,-,4,30.19,-,30.04,-,0.00,-,201604
2,55,49,43,45,41,36,82,-,51,12,-,2,30.11,-,29.86,-,0.00,-,201604
3,66,59,52,54,50,45,94,-,40,16,-,2,29.87,-,29.68,-,0.12,-,201604
4,59,55,51,54,50,45,100,-,53,22,-,0,29.71,-,29.62,-,0.08,-,201604
5,54,50,46,48,45,44,93,-,63,17,-,1,29.81,-,29.65,-,0.00,-,201604
6,52,46,40,47,43,38,100,-,52,31,-,7,29.81,-,29.62,-,0.20,-,201604
7,50,46,43,41,38,36,87,-,54,22,-,7,29.83,-,29.65,-,0.04,-,201604
8,54,46,39,43,41,37,100,-,50,14,-,1,29.89,-,29.83,-,0.00,-,201604
9,59,48,37,43,39,36,100,-,34,18,-,2,29.83,-,29.68,-,0.00,-,201604
10,57,50,42,47,43,37,100,-,41,18,-,2,29.91,-,29.71,-,0.04,-,201604
11,65,56,47,45,42,38,76,-,36,22,-,8,29.88,-,29.77,-,0.01,-,201604
12,61,54,46,49,45,41,93,-,40,20,-,0,29.81,-,29.74,-,0.01,-,201604
13,60,50,41,48,44,39,100,-,52,14,-,1,29.84,-,29.74,-,0.00,-,201604
14,61,50,40,48,44,40,100,-,39,11,-,1,29.91,-,29.74,-,0.01,-,201604
15,55,50,46,49,47,44,94,-,69,18,-,1,29.76,-,29.47,-,0.08,-,201604
16,52,46,41,48,42,37,95,-,58,28,-,1,29.7,-,29.36,-,0.08,-,201604
17,53,45,37,39,36,33,93,-,46,18,-,2,30.09,-,29.71,-,0.01,-,201604
18,54,45,36,43,38,33,93,-,39,24,-,4,30.19,-,30.09,-,0.00,-,201604
19,56,48,41,45,40,36,87,-,43,16,-,5,30.45,-,30.18,-,0.00,-,201604
20,54,44,35,39,37,32,93,-,35,15,-,2,30.5,-,30.39,-,0.00,-,201604
21,58,48,38,43,38,34,87,-,29,16,-,8,30.41,-,30.18,-,0.00,-,201604
22,53,48,42,43,38,34,87,-,46,16,-,5,30.23,-,30.06,-,0.00,-,201604
23,50,45,39,37,34,27,81,-,34,21,-,4,30.07,-,30.01,-,0.00,-,201604
24,47,40,34,37,34,30,93,-,47,22,-,2,30.01,-,29.95,-,0.12,-,201604
25,47,40,33,41,35,30,93,-,55,23,-,1,29.97,-,29.56,-,0.24,-,201604
26,46,40,34,39,35,30,87,-,61,31,-,1,29.59,-,29.42,-,0.12,-,201604
27,49,43,37,40,37,34,93,-,58,20,-,1,29.87,-,29.5,-,0.04,-,201604
28,48,40,32,39,35,30,100,-,43,18,-,2,29.96,-,29.86,-,0.16,-,201604
29,52,46,39,42,36,30,89,-,32,25,-,9,29.93,-,29.77,-,0.24,-,201604
30,51,45,39,39,38,36,93,-,49,15,-,4,30.27,-,29.92,-,0.00,-,201604
1,57,45,33,42,36,32,95,-,33,9,-,0,30.38,-,30.27,-,0.00,-,201605
2,63,49,35,52,40,32,88,-,23,18,-,0,30.36,-,30.04,-,0.00,-,201605
3,55,50,44,50,42,37,100,-,45,18,-,2,30.37,-,30.04,-,0.03,-,201605
4,60,48,37,43,40,36,100,-,30,11,-,2,30.41,-,30.33,-,0.00,-,201605
5,66,54,42,43,37,32,76,-,20,13,-,6,30.34,-,30.06,-,0.00,-,201605
6,73,62,50,52,47,43,77,-,28,18,-,6,30.09,-,29.8,-,0.00,-,201605
7,78,64,51,54,48,43,88,-,19,16,-,1,29.86,-,29.77,-,0.00,-,201605
8,78,69,60,50,46,43,59,-,18,20,-,10,29.89,-,29.8,-,0.00,-,201605
9,77,68,60,52,49,46,63,-,27,20,-,11,29.93,-,29.86,-,0.00,-,201605
10,72,66,60,57,53,49,73,-,37,16,-,4,29.88,-,29.74,-,0.00,-,201605
11,77,68,60,60,54,48,82,-,34,13,-,4,29.75,-,29.59,-,0.00,-,201605
12,77,68,59,57,51,46,72,-,24,22,-,9,29.62,-,29.5,-,0.00,-,201605
13,69,60,50,54,48,39,77,-,33,20,-,9,29.86,-,29.59,-,0.00,-,201605
14,54,49,44,41,37,32,81,-,40,22,-,8,30.07,-,29.86,-,0.01,-,201605
15,54,48,42,41,38,36,81,-,44,20,-,4,30.15,-,30.06,-,0.01,-,201605
16,56,48,40,46,40,34,93,-,48,15,-,2,30.15,-,30.09,-,0.02,-,201605
17,62,52,43,50,44,39,87,-,45,17,-,2,30.12,-,29.92,-,0.00,-,201605
18,64,55,46,52,48,42,100,-,48,23,-,1,29.93,-,29.65,-,0.20,-,201605
19,63,57,51,54,51,46,100,-,56,15,-,2,29.97,-,29.65,-,0.00,-,201605
20,63,56,50,55,51,46,96,-,59,20,-,6,30.03,-,29.92,-,0.01,-,201605
21,73,62,51,57,54,48,94,-,44,23,-,2,30.01,-,29.77,-,0.00,-,201605
22,63,59,55,59,56,54,100,-,55,18,-,2,29.79,-,29.65,-,0.08,-,201605
23,56,54,51,54,51,46,100,-,76,20,-,7,30.06,-,29.77,-,0.20,-,201605
24,58,54,50,48,45,41,94,-,55,17,-,7,30.09,-,30.01,-,0.00,-,201605
25,58,54,49,52,50,48,100,-,73,8,-,2,30.03,-,29.95,-,0.08,-,201605
26,64,54,44,54,49,45,100,-,48,9,-,0,30.05,-,30.01,-,0.00,-,201605
27,68,60,52,55,53,51,100,-,48,13,-,4,30.04,-,30.01,-,0.00,-,201605
28,72,62,53,59,56,52,100,-,50,14,-,4,30.02,-,29.86,-,0.00,-,201605
29,68,64,59,59,57,55,94,-,59,16,-,4,29.87,-,29.77,-,0.00,-,201605
30,67,62,58,61,58,57,100,-,72,22,-,6,29.81,-,29.65,-,0.63,-,201605
31,71,65,59,61,58,55,100,-,47,16,-,2,29.96,-,29.68,-,0.00,-,201605
1,75,66,57,65,61,57,100,-,58,20,-,4,29.97,-,29.92,-,0.00,-,201606
2,59,56,53,57,55,52,100,-,77,22,-,9,29.95,-,29.89,-,0.02,-,201606
3,66,60,54,61,57,54,100,-,74,11,-,1,29.95,-,29.89,-,0.00,-,201606
4,80,66,52,66,59,54,100,-,40,14,-,2,30,-,29.92,-,0.00,-,201606
5,75,66,57,63,57,51,88,-,42,14,-,7,30.16,-,30.01,-,0.00,-,201606
6,74,64,55,57,54,48,94,-,38,12,-,6,30.18,-,30.12,-,0.00,-,201606
7,76,68,59,60,57,48,94,-,32,14,-,4,30.21,-,30.15,-,0.00,-,201606
8,69,62,55,57,53,50,88,-,52,16,-,2,30.2,-,30.15,-,0.00,-,201606
9,66,59,52,52,49,43,88,-,37,15,-,4,30.2,-,30.06,-,0.00,-,201606
10,68,60,51,55,50,43,94,-,36,9,-,2,30.07,-,29.89,-,0.00,-,201606
11,67,60,54,57,53,48,88,-,56,9,-,2,29.9,-,29.83,-,0.01,-,201606
12,71,64,56,57,55,49,94,-,43,14,-,0,29.85,-,29.68,-,0.31,-,201606
13,65,61,57,59,57,54,100,-,75,16,-,1,29.68,-,29.5,-,0.12,-,201606
14,65,59,53,59,56,52,94,-,65,18,-,4,29.54,-,29.44,-,0.31,-,201606
15,63,58,52,57,54,51,100,-,65,12,-,0,29.56,-,29.44,-,0.12,-,201606
16,68,60,51,56,53,49,100,-,42,14,-,2,29.62,-,29.56,-,0.47,-,201606
17,67,61,55,57,54,52,100,-,51,12,-,1,29.87,-,29.59,-,0.04,-,201606
18,63,57,51,55,52,48,94,-,62,20,-,2,30.14,-,29.86,-,0.03,-,201606
19,67,60,53,54,49,45,82,-,49,13,-,4,30.27,-,30.15,-,0.00,-,201606
20,61,59,57,61,57,53,100,-,67,22,-,4,30.17,-,29.86,-,0.79,-,201606
21,69,62,56,63,59,55,100,-,71,12,-,4,30.11,-,29.95,-,0.04,-,201606
22,77,66,54,65,59,54,100,-,54,13,-,4,30.17,-,30.09,-,0.04,-,201606
23,80,72,64,72,66,63,100,-,67,13,-,1,30.13,-,29.98,-,0.39,-,201606
24,70,64,57,68,62,54,100,-,61,14,-,1,30.08,-,29.95,-,0.00,-,201606
25,66,60,53,59,55,52,100,-,59,14,-,0,30.08,-,29.95,-,0.00,-,201606
26,66,60,53,55,53,51,94,-,55,16,-,4,30.04,-,29.95,-,0.00,-,201606
27,64,60,55,61,55,50,100,-,53,16,-,2,30.1,-,29.98,-,0.16,-,201606
28,69,59,49,59,55,50,100,-,54,14,-,0,30.1,-,29.83,-,0.24,-,201606
29,69,62,55,57,54,50,100,-,44,22,-,2,29.86,-,29.74,-,0.04,-,201606
30,66,62,57,61,57,54,100,-,74,16,-,5,29.87,-,29.77,-,0.31,-,201606
1,64,61,58,61,58,54,100,-,76,23,-,9,29.86,-,29.77,-,0.28,-,201607
2,64,60,56,55,50,46,94,-,44,24,-,8,30,-,29.77,-,0.00,-,201607
3,66,58,50,55,52,48,100,-,48,18,-,0,30.14,-,29.98,-,0.31,-,201607
4,72,61,50,57,54,48,94,-,38,11,-,1,30.15,-,30.01,-,0.00,-,201607
5,64,60,53,59,55,50,94,-,65,27,-,2,30.09,-,29.89,-,0.04,-,201607
6,66,58,50,54,51,48,100,-,45,16,-,2,30.2,-,30.06,-,0.02,-,201607
7,71,60,50,55,52,48,100,-,40,16,-,2,30.19,-,30.04,-,0.00,-,201607
8,70,64,57,61,57,54,94,-,61,23,-,0,30.06,-,29.92,-,0.08,-,201607
9,74,65,56,60,58,55,100,-,44,22,-,1,30.1,-,29.95,-,0.00,-,201607
10,77,68,60,64,60,57,94,-,49,22,-,4,29.97,-,29.74,-,0.00,-,201607
11,71,66,60,59,55,54,83,-,47,36,-,13,29.83,-,29.71,-,0.00,-,201607
12,71,64,57,61,57,52,94,-,55,18,-,2,29.91,-,29.8,-,0.03,-,201607
13,66,60,53,57,52,48,96,-,45,17,-,1,30.07,-,29.86,-,0.04,-,201607
14,66,58,50,52,49,45,94,-,45,21,-,1,30.24,-,30.06,-,0.00,-,201607
15,70,60,51,54,51,48,88,-,41,20,-,1,30.28,-,30.24,-,0.00,-,201607
16,71,66,61,64,61,54,88,-,69,17,-,4,30.25,-,30.15,-,0.00,-,201607
17,73,68,62,63,61,55,100,-,54,16,-,0,30.18,-,30.12,-,0.00,-,201607
18,77,68,58,65,57,49,100,-,29,11,-,1,30.19,-,30.12,-,0.00,-,201607
19,84,70,55,64,58,52,100,-,40,12,-,0,30.19,-,30.04,-,0.00,-,201607
20,91,80,68,66,61,55,78,-,30,20,-,9,30.04,-,29.8,-,0.00,-,201607
21,77,70,63,66,63,61,94,-,57,14,-,2,30.04,-,29.89,-,0.00,-,201607
22,78,70,63,66,64,62,95,-,57,12,-,1,30.08,-,29.98,-,0.00,-,201607
23,78,72,66,66,64,62,94,-,58,12,-,2,30.12,-,30.06,-,0.00,-,201607
24,76,69,62,64,62,57,94,-,49,14,-,2,30.14,-,30.06,-,0.00,-,201607
25,72,66,59,64,60,57,94,-,56,18,-,2,30.13,-,30.04,-,0.00,-,201607
26,75,66,56,62,56,52,100,-,36,11,-,0,30.15,-,30.09,-,0.00,-,201607
27,69,65,61,64,60,55,100,-,61,20,-,2,30.12,-,29.95,-,0.24,-,201607
28,72,65,58,64,61,57,100,-,67,18,-,0,30.01,-,29.89,-,0.01,-,201607
29,70,65,60,63,60,57,100,-,62,21,-,7,29.91,-,29.83,-,0.08,-,201607
30,72,66,61,61,59,57,94,-,56,13,-,2,29.92,-,29.83,-,0.00,-,201607
31,68,62,55,59,55,49,94,-,51,18,-,2,30.05,-,29.89,-,0.08,-,201607
1,69,62,55,57,53,49,88,-,45,16,-,2,30.08,-,30.04,-,0.00,-,201608
2,66,62,57,65,59,53,100,-,74,16,-,5,30.04,-,29.83,-,0.08,-,201608
3,70,67,64,65,62,56,100,-,62,23,-,9,29.84,-,29.74,-,0.08,-,201608
4,70,66,60,59,57,54,94,-,49,22,-,7,29.87,-,29.74,-,0.00,-,201608
5,70,64,57,61,57,53,94,-,57,15,-,4,30.2,-,29.86,-,0.08,-,201608
6,71,63,55,64,56,50,100,-,47,16,-,0,30.37,-,30.18,-,0.08,-,201608
7,74,64,55,66,59,51,94,-,65,22,-,4,30.36,-,30.09,-,0.00,-,201608
8,67,62,55,61,54,50,94,-,47,22,-,2,30.16,-,30.01,-,0.00,-,201608
9,64,58,52,55,51,46,100,-,45,17,-,2,30.21,-,30.09,-,0.16,-,201608
10,63,56,50,52,47,44,100,-,44,17,-,0,30.24,-,30.12,-,0.12,-,201608
11,62,54,47,61,54,44,100,-,71,18,-,4,30.24,-,30.06,-,0.39,-,201608
12,71,66,60,63,61,57,100,-,60,18,-,7,30.2,-,30.06,-,0.04,-,201608
13,68,63,58,61,59,56,100,-,64,20,-,2,30.19,-,30.09,-,0.00,-,201608
14,70,63,56,59,56,49,100,-,47,13,-,0,30.3,-,30.18,-,0.00,-,201608
15,70,60,50,56,53,49,100,-,39,13,-,1,30.31,-,30.21,-,0.00,-,201608
16,69,62,54,55,54,51,94,-,45,14,-,6,30.22,-,30.04,-,0.00,-,201608
17,72,64,55,55,53,48,94,-,33,20,-,6,30.06,-,29.89,-,0.00,-,201608
18,73,62,52,58,54,50,94,-,39,13,-,4,29.91,-,29.83,-,0.00,-,201608
19,75,64,52,66,59,54,100,-,46,22,-,2,29.86,-,29.74,-,1.06,-,201608
20,72,65,58,61,57,52,100,-,45,20,-,7,29.86,-,29.77,-,0.08,-,201608
21,68,62,57,61,57,53,100,-,63,22,-,7,30.11,-,29.83,-,1.54,-,201608
22,71,66,60,63,61,58,100,-,62,21,-,6,30.27,-,30.09,-,0.12,-,201608
23,80,70,59,64,61,55,100,-,34,9,-,2,30.31,-,30.21,-,0.00,-,201608
24,86,74,63,68,63,59,88,-,42,14,-,4,30.21,-,30.06,-,0.00,-,201608
25,87,74,62,70,65,59,88,-,41,12,-,1,30.06,-,29.89,-,0.00,-,201608
26,75,70,64,68,63,57,94,-,48,15,-,2,30.13,-,29.89,-,0.00,-,201608
27,77,70,62,66,61,57,94,-,48,20,-,2,30.14,-,29.89,-,0.00,-,201608
28,73,68,64,68,63,58,100,-,57,25,-,1,29.97,-,29.83,-,0.08,-,201608
29,70,64,57,63,57,52,94,-,47,16,-,0,30.25,-,29.95,-,0.00,-,201608
30,73,62,51,60,56,52,100,-,50,8,-,0,30.32,-,30.21,-,0.00,-,201608
31,76,64,52,59,55,52,100,-,33,16,-,0,30.23,-,30.09,-,0.00,-,201608
1,72,65,57,63,57,54,100,-,49,13,-,0,30.2,-,30.12,-,0.00,-,201609
2,70,62,54,61,57,53,100,-,58,17,-,2,30.18,-,30.04,-,0.00,-,201609
3,72,66,59,63,59,56,100,-,59,16,-,4,30.07,-,29.89,-,0.12,-,201609
4,69,66,62,64,59,54,94,-,58,27,-,10,29.91,-,29.74,-,0.08,-,201609
5,71,64,57,61,57,53,94,-,48,18,-,1,30.22,-,29.92,-,0.02,-,201609
6,73,64,56,66,62,55,100,-,71,12,-,1,30.29,-,30.21,-,0.00,-,201609
7,79,68,57,63,60,57,100,-,39,9,-,0,30.25,-,29.98,-,0.00,-,201609
8,80,68,57,64,59,55,94,-,41,18,-,1,29.97,-,29.8,-,0.00,-,201609
9,73,64,54,63,58,55,100,-,47,14,-,2,30.06,-,29.98,-,0.00,-,201609
10,77,66,55,61,57,53,94,-,35,16,-,2,30.03,-,29.92,-,0.00,-,201609
11,71,66,61,64,61,58,100,-,62,12,-,1,30.09,-,29.95,-,0.00,-,201609
12,81,72,64,66,63,62,94,-,46,9,-,2,30.04,-,29.97,-,0.00,-,201609
13,86,75,64,68,64,61,94,-,35,13,-,2,29.99,-,29.86,-,0.00,-,201609
14,87,76,65,67,63,58,88,-,27,12,-,2,29.91,-,29.86,-,0.00,-,201609
15,81,72,62,65,62,57,88,-,41,20,-,2,29.9,-,29.77,-,0.00,-,201609
16,70,65,60,63,59,55,100,-,59,18,-,6,29.89,-,29.83,-,0.04,-,201609
17,69,63,57,61,58,55,100,-,61,9,-,4,30.09,-,29.86,-,0.00,-,201609
18,68,64,59,63,57,53,100,-,52,14,-,4,30.09,-,30.04,-,0.00,-,201609
19,66,60,55,57,54,50,94,-,48,5,-,0,30.15,-,30.09,-,0.00,-,201609
20,68,60,52,54,52,46,94,-,43,7,-,0,30.13,-,30.06,-,0.00,-,201609
21,69,62,55,55,50,46,88,-,33,12,-,2,30.13,-,30.09,-,0.00,-,201609
22,69,60,50,59,52,46,94,-,50,10,-,1,30.14,-,30.09,-,0.00,-,201609
23,66,58,50,57,51,45,100,-,40,18,-,2,30.29,-,30.12,-,0.00,-,201609
24,74,61,48,56,51,46,88,-,30,16,-,2,30.27,-,30.06,-,0.00,-,201609
25,73,64,53,59,52,48,88,-,44,18,-,7,30.13,-,29.95,-,0.00,-,201609
26,65,58,50,55,51,48,100,-,48,9,-,0,30.26,-,30.12,-,0.00,-,201609
27,69,57,45,54,49,46,100,-,36,13,-,0,30.3,-,30.21,-,0.00,-,201609
28,69,64,59,61,58,50,94,-,53,23,-,9,30.24,-,30.12,-,0.00,-,201609
29,64,60,57,61,57,52,94,-,69,22,-,10,30.13,-,29.86,-,0.31,-,201609
30,65,58,52,54,49,43,94,-,40,22,-,2,29.92,-,29.86,-,0.00,-,201609
1,65,56,48,54,51,48,100,-,53,14,-,2,29.89,-,29.68,-,0.12,-,201610
2,59,54,49,54,51,48,100,-,72,22,-,5,30.01,-,29.71,-,0.28,-,201610
3,66,60,53,55,52,50,100,-,53,13,-,4,30.43,-,30.04,-,0.08,-,201610
4,63,56,50,53,50,45,94,-,51,16,-,7,30.56,-,30.42,-,0.00,-,201610
5,57,52,46,45,42,38,87,-,42,20,-,10,30.59,-,30.45,-,0.00,-,201610
6,56,48,41,48,41,36,87,-,48,17,-,2,30.46,-,30.24,-,0.00,-,201610
7,58,54,51,50,48,46,88,-,57,16,-,7,30.25,-,30.18,-,0.00,-,201610
8,58,53,48,50,44,37,93,-,35,13,-,1,30.32,-,30.21,-,0.00,-,201610
9,59,48,38,48,44,39,100,-,46,13,-,0,30.33,-,30.27,-,0.03,-,201610
10,56,48,41,46,42,38,100,-,43,10,-,0,30.29,-,30.21,-,0.00,-,201610
11,56,46,36,48,43,37,100,-,60,13,-,0,30.24,-,30.15,-,0.00,-,201610
12,52,49,46,47,43,40,87,-,62,18,-,8,30.19,-,30.12,-,0.00,-,201610
13,51,48,45,43,42,41,87,-,60,20,-,10,30.14,-,29.92,-,0.00,-,201610
14,54,50,45,46,43,41,93,-,57,18,-,7,29.93,-,29.68,-,0.20,-,201610
