day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
26,62,56,51,55,50,47,94,-,62,14,-,0,30.52,-,30.42,-,0.00,-,201601
27,61,54,46,52,48,43,93,-,53,21,-,2,30.47,-,30.33,-,0.00,-,201601
28,62,54,46,54,48,43,94,-,58,16,-,0,30.44,-,30.33,-,0.00,-,201601
29,59,55,50,50,46,44,88,-,52,14,-,0,30.54,-,30.42,-,0.00,-,201601
30,64,56,48,50,45,41,87,-,36,14,-,1,30.53,-,30.36,-,0.00,-,201601
31,62,54,45,50,43,39,87,-,40,14,-,0,30.41,-,30.3,-,0.00,-,201601
1,66,58,50,52,48,44,82,-,40,21,-,1,30.45,-,30.36,-,0.00,-,201602
2,62,54,46,54,48,42,94,-,49,14,-,0,30.42,-,30.27,-,0.00,-,201602
3,64,58,51,52,47,44,88,-,38,14,-,0,30.48,-,30.24,-,0.00,-,201602
4,57,50,42,48,36,27,88,-,22,13,-,0,30.61,-,30.48,-,0.00,-,201602
5,60,51,42,48,37,29,87,-,29,23,-,5,30.53,-,30.27,-,0.00,-,201602
6,61,53,45,52,45,37,88,-,49,10,-,0,30.29,-,29.98,-,0.00,-,201602
7,56,53,50,54,42,31,100,-,26,17,-,0,30.13,-,29.71,-,0.00,-,201602
8,63,53,43,50,40,32,82,-,30,23,-,0,30.22,-,30.12,-,0.00,-,201602
9,68,58,49,52,45,39,88,-,25,29,-,0,30.14,-,29.68,-,0.00,-,201602
10,63,57,51,50,43,35,88,-,29,29,-,2,29.89,-,29.71,-,0.01,-,201602
11,58,54,51,54,51,46,94,-,71,13,-,0,29.88,-,29.77,-,0.04,-,201602
12,64,56,49,55,51,48,100,-,56,25,-,0,29.86,-,29.59,-,0.00,-,201602
13,73,64,55,55,52,45,88,-,27,25,-,1,29.63,-,29.44,-,0.24,-,201602
14,66,58,50,54,43,33,88,-,20,24,-,0,29.48,-,29.36,-,0.24,-,201602
15,56,50,44,45,39,23,87,-,29,16,-,0,30.02,-,29.5,-,0.08,-,201602
16,55,46,37,32,26,18,60,-,20,14,-,0,30.23,-,30.04,-,0.00,-,201602
17,52,44,37,30,27,23,65,-,21,22,-,1,30.24,-,30.04,-,0.00,-,201602
18,55,46,38,37,29,24,71,-,22,16,-,0,30.17,-,29.98,-,0.00,-,201602
19,56,46,37,45,37,30,81,-,40,16,-,0,30.4,-,30.15,-,0.00,-,201602
20,58,48,37,41,36,31,81,-,31,20,-,1,30.51,-,30.39,-,0.00,-,201602
21,61,51,41,46,38,31,72,-,27,23,-,0,30.48,-,30.24,-,0.00,-,201602
22,64,58,53,54,42,28,94,-,23,16,-,0,30.24,-,29.98,-,0.00,-,201602
23,64,56,48,50,44,39,94,-,30,14,-,0,30.18,-,30.09,-,0.00,-,201602
24,64,55,46,52,44,39,88,-,32,18,-,0,30.16,-,29.86,-,0.00,-,201602
25,63,54,44,50,43,38,87,-,33,20,-,0,29.94,-,29.83,-,0.00,-,201602
26,59,53,47,47,41,37,77,-,35,16,-,0,29.94,-,29.53,-,0.00,-,201602
27,56,50,44,52,45,39,94,-,44,20,-,0,29.51,-,29.18,-,0.04,-,201602
28,58,51,44,45,42,39,93,-,38,21,-,1,29.64,-,29.27,-,0.04,-,201602
29,66,56,46,46,36,29,87,-,19,24,-,0,30.04,-,29.59,-,0.00,-,201602
1,67,56,44,45,32,26,76,-,14,21,-,0,30.19,-,30.04,-,0.00,-,201603
2,68,58,48,46,37,29,62,-,16,38,-,5,30.17,-,29.8,-,0.00,-,201603
3,66,56,47,45,34,30,67,-,16,23,-,2,29.97,-,29.83,-,0.00,-,201603
4,60,52,44,52,44,37,94,-,43,25,-,0,29.94,-,29.47,-,0.00,-,201603
5,62,55,48,50,34,28,94,-,19,24,-,4,29.71,-,29.44,-,0.00,-,201603
6,57,50,42,41,34,26,70,-,20,16,-,1,29.8,-,29.68,-,0.00,-,201603
7,56,50,44,41,36,31,66,-,31,14,-,4,29.81,-,29.65,-,0.00,-,201603
8,57,52,46,46,41,33,82,-,34,18,-,0,30.03,-,29.8,-,0.00,-,201603
9,54,47,40,43,38,27,87,-,38,15,-,4,30.04,-,29.71,-,0.02,-,201603
10,59,49,39,39,32,23,87,-,18,17,-,2,29.98,-,29.71,-,0.00,-,201603
11,58,50,41,46,37,31,77,-,31,15,-,0,30.15,-,29.95,-,0.00,-,201603
12,58,50,42,41,38,33,76,-,31,18,-,0,30.17,-,30.09,-,0.00,-,201603
13,59,50,41,43,37,31,81,-,28,21,-,2,30.16,-,30.06,-,0.00,-,201603
14,58,50,43,50,43,37,94,-,44,16,-,0,30.14,-,30.09,-,0.02,-,201603
15,58,52,46,46,44,41,87,-,49,12,-,2,30.15,-,30.01,-,0.00,-,201603
16,58,52,45,47,42,39,93,-,40,22,-,2,30.09,-,29.89,-,0.55,-,201603
17,54,49,44,46,42,40,93,-,51,18,-,0,30.15,-,30.06,-,0.12,-,201603
18,57,50,42,48,44,39,93,-,53,14,-,0,30.15,-,30.04,-,0.00,-,201603
19,60,55,50,54,50,46,94,-,65,12,-,0,30.08,-,29.98,-,0.03,-,201603
20,61,55,49,54,52,48,95,-,59,14,-,1,30.01,-,29.92,-,0.24,-,201603
21,60,54,49,52,48,46,94,-,56,12,-,0,29.99,-,29.83,-,0.00,-,201603
22,63,56,48,53,48,43,88,-,45,15,-,0,29.84,-,29.56,-,0.00,-,201603
23,65,56,46,50,41,32,77,-,27,23,-,1,29.73,-,29.53,-,0.00,-,201603
24,61,52,44,49,42,32,82,-,40,18,-,4,30.07,-,29.74,-,0.00,-,201603
25,61,54,46,52,47,41,88,-,54,14,-,0,30.2,-,30.06,-,0.01,-,201603
26,62,55,48,54,51,46,94,-,57,20,-,0,30.19,-,30.01,-,0.00,-,201603
27,61,56,51,54,49,46,82,-,56,22,-,0,30.07,-,29.95,-,0.00,-,201603
28,67,58,49,52,47,43,88,-,34,25,-,0,30.06,-,29.95,-,0.00,-,201603
29,69,60,51,52,48,45,77,-,37,22,-,0,30.02,-,29.95,-,0.00,-,201603
30,63,57,51,56,51,45,100,-,59,13,-,1,30.04,-,29.89,-,0.00,-,201603
31,70,62,54,56,48,33,100,-,18,25,-,0,29.89,-,29.68,-,0.00,-,201603
1,55,51,47,51,48,43,94,-,61,17,-,0,29.98,-,29.86,-,0.31,-,201604
2,63,56,50,48,45,41,87,-,43,14,-,0,29.95,-,29.86,-,0.00,-,201604
3,63,55,47,55,49,43,88,-,65,14,-,0,29.98,-,29.88,-,0.00,-,201604
4,63,58,53,56,54,50,94,-,66,9,-,0,29.93,-,29.65,-,0.12,-,201604
5,60,58,55,58,55,52,100,-,74,24,-,1,29.87,-,29.56,-,0.20,-,201604
6,68,60,52,54,50,48,94,-,47,17,-,1,29.94,-,29.86,-,0.00,-,201604
7,63,58,53,52,47,41,88,-,36,16,-,1,29.95,-,29.83,-,0.00,-,201604
8,56,51,46,51,44,39,88,-,43,16,-,2,29.91,-,29.83,-,0.08,-,201604
9,63,55,47,50,41,34,82,-,27,26,-,2,29.87,-,29.77,-,0.00,-,201604
10,64,56,49,56,50,45,88,-,63,18,-,0,29.87,-,29.74,-,0.00,-,201604
11,66,60,53,58,52,41,89,-,41,20,-,0,29.89,-,29.77,-,0.01,-,201604
12,65,59,53,57,53,48,88,-,52,16,-,0,29.92,-,29.83,-,0.00,-,201604
13,72,62,53,56,49,45,100,-,31,25,-,1,29.96,-,29.8,-,0.00,-,201604
14,68,60,51,57,47,41,77,-,31,21,-,0,30,-,29.89,-,0.00,-,201604
15,66,60,53,58,54,46,94,-,62,15,-,0,29.93,-,29.8,-,0.00,-,201604
16,72,62,52,58,53,48,94,-,33,21,-,0,29.85,-,29.77,-,0.00,-,201604
17,72,66,59,57,51,48,77,-,39,22,-,2,30.04,-,29.83,-,0.00,-,201604
18,64,60,55,54,50,48,88,-,52,15,-,0,30.19,-,30.04,-,0.00,-,201604
19,67,58,49,49,45,37,82,-,28,16,-,0,30.19,-,30.06,-,0.00,-,201604
20,70,64,57,55,45,34,88,-,23,31,-,7,30.11,-,30.01,-,0.04,-,201604
21,66,60,53,57,53,48,99,-,58,25,-,0,30.17,-,30.04,-,0.31,-,201604
22,64,60,55,58,55,52,95,-,69,16,-,0,30.18,-,30.01,-,0.00,-,201604
23,66,60,53,55,51,48,94,-,46,23,-,2,30.03,-,29.86,-,0.04,-,201604
24,64,57,50,54,50,45,94,-,48,18,-,2,29.97,-,29.86,-,0.00,-,201604
25,63,56,50,50,44,34,77,-,37,21,-,1,30.07,-,29.95,-,0.00,-,201604
26,65,57,49,57,47,39,82,-,28,12,-,1,29.99,-,29.83,-,0.00,-,201604
27,60,58,57,55,50,46,88,-,56,16,-,8,29.96,-,29.89,-,0.08,-,201604
28,59,55,51,52,48,43,94,-,44,18,-,1,30.05,-,29.89,-,0.16,-,201604
29,64,57,50,52,48,45,88,-,50,16,-,0,30.13,-,30.04,-,0.00,-,201604
30,59,56,53,57,51,46,100,-,57,22,-,0,30.17,-,30.01,-,0.03,-,201604
1,70,58,47,48,33,16,82,-,6,20,-,0,30.18,-,30.04,-,0.00,-,201605
2,73,61,49,52,41,30,77,-,15,21,-,1,30.18,-,30.03,-,0.00,-,201605
3,67,59,51,57,50,41,88,-,34,13,-,0,30.21,-,30.15,-,0.00,-,201605
4,69,61,53,57,51,46,88,-,34,20,-,1,30.22,-,30.09,-,0.00,-,201605
5,68,61,54,56,50,41,88,-,30,20,-,1,30.1,-,29.98,-,0.00,-,201605
6,66,62,58,58,53,50,88,-,52,18,-,7,30.02,-,29.89,-,0.01,-,201605
7,68,62,55,58,55,50,88,-,47,14,-,5,29.9,-,29.77,-,0.12,-,201605
8,65,61,57,61,57,52,100,-,74,17,-,6,29.81,-,29.71,-,0.02,-,201605
9,64,62,60,62,60,59,100,-,90,23,-,6,29.82,-,29.68,-,0.08,-,201605
10,67,60,54,62,55,52,100,-,64,16,-,2,29.86,-,29.71,-,0.12,-,201605
11,68,60,53,58,54,52,100,-,51,24,-,1,29.78,-,29.62,-,0.08,-,201605
12,73,63,53,57,52,48,88,-,36,21,-,0,29.71,-,29.62,-,0.00,-,201605
13,71,63,55,56,52,46,88,-,41,20,-,2,29.81,-,29.68,-,0.00,-,201605
14,68,62,57,60,53,46,83,-,42,14,-,4,29.99,-,29.8,-,0.01,-,201605
15,72,66,59,58,55,50,88,-,37,13,-,0,30.13,-,29.98,-,0.00,-,201605
16,71,65,59,59,52,44,82,-,33,13,-,1,30.19,-,30.09,-,0.00,-,201605
17,68,62,56,59,53,48,90,-,47,16,-,0,30.17,-,30.04,-,0.00,-,201605
18,68,62,57,61,56,52,88,-,65,24,-,0,30.09,-,29.89,-,0.00,-,201605
19,72,66,60,61,55,48,94,-,33,18,-,0,30.12,-,29.95,-,0.00,-,201605
20,72,66,59,60,57,54,83,-,51,16,-,0,30.18,-,30.12,-,0.00,-,201605
21,71,65,59,61,59,54,88,-,62,20,-,2,30.17,-,30.04,-,0.00,-,201605
22,69,64,59,63,58,54,94,-,68,32,-,0,30.1,-,29.89,-,0.00,-,201605
23,70,62,54,58,46,37,94,-,21,23,-,2,30.19,-,30.09,-,0.00,-,201605
24,69,62,56,59,53,48,88,-,48,14,-,1,30.15,-,29.86,-,0.00,-,201605
25,71,65,59,63,57,54,88,-,53,12,-,0,29.93,-,29.86,-,0.00,-,201605
26,72,67,62,62,59,54,94,-,45,20,-,4,29.95,-,29.88,-,0.00,-,201605
27,72,66,60,61,58,54,88,-,52,14,-,1,29.98,-,29.89,-,0.00,-,201605
28,73,68,62,65,61,57,94,-,63,13,-,0,29.95,-,29.8,-,0.04,-,201605
29,80,70,61,60,54,45,88,-,19,26,-,0,29.98,-,29.8,-,0.04,-,201605
30,74,67,60,61,55,48,83,-,39,14,-,4,30.05,-,29.95,-,0.00,-,201605
31,72,65,58,57,53,46,88,-,33,14,-,2,30.11,-,30.04,-,0.00,-,201605
1,72,66,59,57,52,45,82,-,27,13,-,2,30.11,-,30.01,-,0.00,-,201606
2,72,65,58,61,56,54,83,-,48,13,-,1,30.07,-,29.92,-,0.00,-,201606
3,73,66,60,63,58,52,83,-,55,17,-,0,29.96,-,29.83,-,0.00,-,201606
4,75,68,61,65,54,41,88,-,32,12,-,0,29.98,-,29.86,-,0.00,-,201606
5,77,70,63,65,60,55,88,-,39,18,-,2,30.08,-,29.95,-,0.00,-,201606
6,75,70,64,66,62,57,88,-,53,16,-,2,30.11,-,30.04,-,0.00,-,201606
7,81,72,64,68,61,55,83,-,37,15,-,0,30.21,-,30.12,-,0.00,-,201606
8,79,72,66,68,63,55,94,-,44,14,-,0,30.2,-,30.03,-,0.00,-,201606
9,82,74,65,67,61,57,88,-,33,10,-,0,30.05,-,29.89,-,0.00,-,201606
10,80,75,70,66,58,54,83,-,32,15,-,0,29.92,-,29.83,-,0.00,-,201606
11,75,72,69,64,61,57,83,-,46,12,-,0,30,-,29.89,-,0.00,-,201606
12,78,72,66,68,61,52,88,-,32,16,-,0,30,-,29.91,-,0.00,-,201606
13,78,74,69,69,66,61,94,-,48,13,-,2,29.93,-,29.74,-,0.00,-,201606
14,88,78,68,69,57,39,88,-,10,24,-,2,29.81,-,29.65,-,0.00,-,201606
15,74,70,67,65,62,59,83,-,53,17,-,2,29.71,-,29.53,-,0.08,-,201606
16,78,71,64,65,53,43,83,-,23,29,-,0,29.83,-,29.56,-,0.08,-,201606
17,74,68,62,61,55,45,78,-,39,17,-,1,30.05,-,29.83,-,0.00,-,201606
18,71,63,55,63,56,50,100,-,42,16,-,0,30.26,-,30.06,-,0.08,-,201606
19,75,66,56,60,53,45,99,-,28,18,-,2,30.27,-,30.15,-,0.00,-,201606
20,75,68,61,64,57,52,78,-,41,14,-,2,30.23,-,30.15,-,0.00,-,201606
21,77,70,64,66,60,52,78,-,43,24,-,0,30.23,-,30.15,-,0.00,-,201606
22,80,74,67,68,61,52,88,-,36,20,-,0,30.19,-,30.12,-,0.00,-,201606
23,81,73,65,68,58,46,88,-,26,20,-,0,30.19,-,30.09,-,0.00,-,201606
24,79,72,66,70,62,52,83,-,43,15,-,1,30.15,-,29.98,-,0.00,-,201606
25,84,76,69,70,65,54,94,-,32,14,-,1,30.04,-,29.97,-,0.00,-,201606
26,79,74,69,66,64,59,78,-,55,17,-,0,30.14,-,30.03,-,0.00,-,201606
27,79,74,69,66,64,61,83,-,49,18,-,0,30.18,-,30.12,-,0.00,-,201606
28,79,73,67,69,65,61,88,-,55,18,-,0,30.14,-,30.01,-,0.00,-,201606
29,84,78,71,70,65,57,88,-,30,16,-,1,30.05,-,29.92,-,0.00,-,201606
30,80,76,72,71,68,61,94,-,51,10,-,0,30.06,-,29.95,-,0.00,-,201606
1,81,76,71,72,68,63,88,-,55,10,-,0,30.08,-,30.01,-,0.00,-,201607
2,81,75,69,70,65,59,78,-,50,14,-,1,30.16,-,30.04,-,0.00,-,201607
3,78,74,71,68,66,64,83,-,55,15,-,0,30.19,-,30.09,-,0.00,-,201607
4,80,75,70,69,65,63,83,-,49,12,-,0,30.14,-,30.01,-,0.00,-,201607
5,84,78,72,67,65,63,83,-,43,14,-,4,30.08,-,29.95,-,0.00,-,201607
6,86,80,75,72,66,59,83,-,36,20,-,0,30.1,-,30.04,-,0.00,-,201607
7,83,78,72,73,70,66,89,-,57,17,-,0,30.11,-,30.04,-,0.00,-,201607
8,88,82,75,74,69,59,94,-,27,13,-,0,30.14,-,30.01,-,0.00,-,201607
9,86,80,75,71,67,63,78,-,38,14,-,0,30.14,-,30.04,-,0.00,-,201607
10,84,80,75,73,68,62,78,-,39,18,-,1,30.05,-,29.95,-,0.00,-,201607
11,85,80,74,73,69,59,89,-,43,14,-,0,29.99,-,29.92,-,0.00,-,201607
12,82,78,75,72,68,61,83,-,45,16,-,2,30.01,-,29.92,-,0.00,-,201607
13,82,74,66,68,60,49,94,-,25,22,-,0,30.14,-,30.01,-,0.12,-,201607
14,78,71,64,64,55,48,83,-,27,21,-,2,30.18,-,30.09,-,0.04,-,201607
15,79,72,66,64,58,48,78,-,24,18,-,0,30.22,-,30.12,-,0.00,-,201607
16,80,73,66,66,61,55,73,-,50,18,-,0,30.19,-,30.12,-,0.00,-,201607
17,82,75,68,69,64,57,83,-,35,15,-,1,30.15,-,30.09,-,0.00,-,201607
18,80,74,67,68,62,50,83,-,37,10,-,0,30.19,-,30.12,-,0.00,-,201607
19,81,74,66,68,65,59,83,-,43,17,-,0,30.16,-,30.06,-,0.00,-,201607
20,83,76,69,74,67,57,89,-,47,28,-,1,30.09,-,29.95,-,0.00,-,201607
21,82,78,75,74,70,66,94,-,53,14,-,1,30.04,-,29.92,-,0.04,-,201607
22,83,76,68,72,67,61,89,-,40,22,-,0,30.01,-,29.86,-,0.16,-,201607
23,82,75,68,67,63,59,88,-,36,16,-,1,30.09,-,29.98,-,0.02,-,201607
24,86,78,69,70,64,56,83,-,25,16,-,0,30.1,-,30.04,-,0.00,-,201607
25,84,78,72,72,68,64,88,-,49,24,-,0,30.11,-,30.04,-,0.00,-,201607
26,85,78,72,73,69,62,94,-,53,21,-,0,30.12,-,30.04,-,0.00,-,201607
27,84,78,71,73,69,64,88,-,57,15,-,0,30.1,-,30.04,-,0.00,-,201607
28,84,78,72,72,69,66,83,-,56,17,-,0,30.1,-,30.01,-,0.00,-,201607
29,84,78,72,73,70,66,88,-,54,18,-,0,30.06,-,29.98,-,0.00,-,201607
30,85,79,73,74,70,64,83,-,57,16,-,0,30.03,-,29.89,-,0.00,-,201607
31,86,81,76,74,71,66,89,-,50,17,-,0,30.04,-,29.91,-,0.00,-,201607
1,83,80,77,70,66,58,78,-,37,22,-,1,30.12,-,30.04,-,0.00,-,201608
2,85,80,76,73,70,68,78,-,48,21,-,2,30.14,-,30.04,-,0.00,-,201608
3,85,79,73,73,70,68,83,-,57,18,-,0,30.11,-,29.95,-,0.00,-,201608
4,89,82,74,73,67,58,74,-,25,17,-,0,30.01,-,29.86,-,0.00,-,201608
5,81,78,75,74,67,64,83,-,49,17,-,1,30.19,-,29.92,-,0.00,-,201608
6,82,78,73,66,63,58,78,-,33,17,-,0,30.24,-,30.15,-,0.00,-,201608
7,83,76,70,66,62,55,78,-,35,13,-,4,30.26,-,30.21,-,0.00,-,201608
8,87,78,69,72,63,48,78,-,17,21,-,4,30.23,-,30.09,-,0.00,-,201608
9,86,79,72,73,63,55,79,-,32,16,-,0,30.12,-,30.01,-,0.00,-,201608
10,79,74,69,65,63,59,88,-,44,17,-,2,30.12,-,30.04,-,0.00,-,201608
11,79,74,68,64,58,48,73,-,25,17,-,0,30.24,-,30.12,-,0.00,-,201608
12,81,74,68,66,62,56,83,-,32,15,-,0,30.28,-,30.24,-,0.00,-,201608
13,80,74,69,66,64,61,83,-,47,14,-,0,30.25,-,30.18,-,0.00,-,201608
14,82,74,67,68,65,57,83,-,49,10,-,0,30.22,-,30.12,-,0.00,-,201608
15,84,76,68,70,66,63,83,-,50,14,-,0,30.16,-,30.04,-,0.00,-,201608
16,83,78,73,73,69,65,83,-,57,18,-,0,30.1,-,29.95,-,0.00,-,201608
17,84,78,71,74,71,63,89,-,51,18,-,2,29.96,-,29.86,-,0.00,-,201608
18,84,78,73,73,68,64,89,-,52,14,-,2,29.91,-,29.86,-,0.00,-,201608
19,84,78,72,74,70,66,88,-,53,16,-,0,29.91,-,29.83,-,0.00,-,201608
20,84,79,74,73,70,60,89,-,40,23,-,0,30.07,-,29.89,-,0.00,-,201608
21,83,78,73,68,61,53,78,-,31,18,-,0,30.22,-,30.06,-,0.00,-,201608
22,84,78,71,71,66,61,83,-,40,15,-,0,30.23,-,30.18,-,0.00,-,201608
23,83,76,70,68,64,56,83,-,30,9,-,0,30.24,-,30.15,-,0.00,-,201608
24,87,78,68,68,60,54,73,-,23,10,-,0,30.17,-,30.06,-,0.00,-,201608
25,88,78,69,68,60,48,74,-,25,12,-,1,30.08,-,30.01,-,0.00,-,201608
26,83,76,68,70,65,57,78,-,44,12,-,0,30.09,-,30.04,-,0.00,-,201608
27,83,75,67,72,66,58,83,-,48,16,-,0,30.12,-,30.06,-,0.00,-,201608
28,84,78,72,73,70,64,88,-,54,15,-,0,30.13,-,30.04,-,0.00,-,201608
29,82,79,76,73,71,67,89,-,52,13,-,0,30.13,-,30.04,-,0.00,-,201608
30,79,75,71,70,67,59,94,-,54,16,-,0,30.12,-,30.06,-,0.02,-,201608
31,82,76,69,68,65,60,83,-,39,12,-,0,30.17,-,30.06,-,0.00,-,201608
1,88,80,73,70,65,59,78,-,28,14,-,1,30.2,-,30.12,-,0.00,-,201609
2,84,78,71,73,68,59,83,-,49,21,-,2,30.18,-,30.06,-,0.00,-,201609
3,85,79,73,75,71,66,84,-,59,22,-,0,30.14,-,30.04,-,0.00,-,201609
4,86,80,73,77,71,63,89,-,53,17,-,0,30.09,-,30.01,-,0.00,-,201609
5,88,82,76,75,69,63,78,-,38,9,-,0,30.1,-,30.04,-,0.00,-,201609
6,88,80,73,72,67,63,78,-,41,13,-,2,30.1,-,30.01,-,0.00,-,201609
7,84,78,73,68,65,57,83,-,32,16,-,2,30.06,-,29.98,-,0.00,-,201609
8,82,76,71,68,66,64,83,-,47,12,-,0,30.04,-,29.97,-,0.00,-,201609
9,85,80,74,73,69,66,79,-,55,18,-,2,30.03,-,29.92,-,0.00,-,201609
10,83,76,69,72,66,62,83,-,41,16,-,1,30.04,-,29.95,-,0.01,-,201609
11,84,76,69,72,68,62,89,-,48,16,-,4,30.05,-,30,-,0.00,-,201609
12,84,76,69,72,69,64,88,-,55,14,-,0,30.05,-,29.98,-,0.00,-,201609
13,84,78,71,72,68,64,88,-,49,10,-,0,30.02,-,29.86,-,0.28,-,201609
14,80,70,60,70,59,48,95,-,32,29,-,4,29.89,-,29.77,-,0.43,-,201609
15,78,68,58,54,49,44,68,-,19,14,-,0,29.99,-,29.86,-,0.02,-,201609
16,79,69,59,57,53,50,82,-,28,15,-,0,30.11,-,29.95,-,0.02,-,201609
17,75,70,64,61,55,52,88,-,38,17,-,1,30.12,-,30.03,-,0.16,-,201609
18,74,66,59,61,56,48,94,-,37,16,-,0,30.09,-,30.01,-,0.04,-,201609
19,80,70,60,60,54,50,77,-,28,20,-,2,30.07,-,29.98,-,0.00,-,201609
20,80,72,64,63,57,53,73,-,40,15,-,0,30.02,-,29.92,-,0.00,-,201609
21,79,70,62,64,60,55,83,-,41,16,-,0,30.04,-,29.95,-,0.00,-,201609
22,79,72,64,66,62,57,83,-,49,14,-,2,30.17,-,30.04,-,0.00,-,201609
23,78,71,64,69,64,57,88,-,55,29,-,0,30.29,-,30.15,-,0.55,-,201609
24,77,70,62,66,61,57,88,-,52,13,-,0,30.25,-,30.12,-,0.00,-,201609
25,78,70,63,64,61,57,94,-,50,26,-,0,30.2,-,30.09,-,0.00,-,201609
26,77,68,60,64,60,57,88,-,43,14,-,0,30.18,-,30.09,-,0.00,-,201609
27,78,72,66,64,60,55,88,-,37,13,-,1,30.31,-,30.15,-,0.01,-,201609
28,79,72,64,64,60,52,88,-,30,20,-,0,30.41,-,30.3,-,0.01,-,201609
29,77,68,60,66,61,55,88,-,49,13,-,2,30.41,-,30.18,-,0.00,-,201609
30,78,70,62,65,61,57,88,-,51,13,-,1,30.21,-,30.01,-,0.00,-,201609
1,77,70,62,67,63,59,88,-,55,17,-,0,30.02,-,29.89,-,0.00,-,201610
2,78,72,67,69,65,61,88,-,62,13,-,0,30.09,-,29.95,-,0.28,-,201610
3,75,71,67,69,64,61,88,-,57,18,-,0,30.22,-,30.09,-,0.02,-,201610
4,77,72,66,68,65,63,88,-,64,15,-,1,30.18,-,30.09,-,0.00,-,201610
5,75,68,62,64,58,55,88,-,39,14,-,2,30.17,-,29.98,-,0.00,-,201610
6,70,64,59,64,59,54,95,-,59,34,-,1,29.99,-,29.83,-,0.43,-,201610
7,75,66,57,64,58,52,88,-,54,16,-,1,30.01,-,29.92,-,0.00,-,201610
8,74,69,64,63,62,61,88,-,57,14,-,1,30.09,-,29.98,-,0.00,-,201610
9,68,65,62,61,55,51,77,-,50,16,-,1,30.13,-,30.06,-,0.04,-,201610
10,67,64,60,59,55,52,88,-,51,14,-,0,30.13,-,30.03,-,0.04,-,201610
11,69,63,57,55,52,45,88,-,39,14,-,4,30.04,-,29.89,-,0.00,-,201610
12,67,60,54,60,51,42,100,-,39,13,-,4,29.95,-,29.68,-,1.42,-,201610
13,70,64,59,65,61,57,100,-,72,14,-,1,29.68,-,29.53,-,0.31,-,201610
14,70,64,57,60,56,52,94,-,51,14,-,2,29.83,-,29.5,-,0.12,-,201610
