day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
15,46,44,41,46,37,34,97,-,54,18,-,8,30.09,-,29.42,-,0.02,-,201602
16,45,41,37,36,33,32,81,-,52,14,-,6,30.54,-,30.12,-,0.00,-,201602
17,41,38,36,39,36,32,100,-,72,22,-,1,30.51,-,30.06,-,0.01,-,201602
18,41,40,37,41,39,37,100,-,89,18,-,4,30.1,-,29.95,-,0.08,-,201602
19,42,39,36,37,36,32,100,-,62,22,-,2,30.19,-,29.92,-,0.12,-,201602
20,49,43,37,39,31,23,93,-,23,18,-,4,30.29,-,30.04,-,0.16,-,201602
21,59,50,41,48,45,39,100,-,53,29,-,8,30.06,-,29.89,-,0.04,-,201602
22,68,58,48,46,40,34,82,-,19,22,-,4,29.92,-,29.77,-,0.00,-,201602
23,58,48,39,43,38,30,93,-,20,23,-,4,29.92,-,29.71,-,0.08,-,201602
24,47,40,33,35,29,21,87,-,25,22,-,4,30.1,-,29.92,-,0.00,-,201602
25,42,36,30,34,30,28,87,-,54,18,-,2,30.02,-,29.77,-,0.00,-,201602
26,43,36,30,32,25,19,81,-,29,13,-,1,30.01,-,29.89,-,0.00,-,201602
27,46,38,29,36,28,23,81,-,32,29,-,6,29.94,-,29.83,-,0.00,-,201602
28,50,44,39,43,39,34,93,-,59,25,-,6,30,-,29.83,-,0.00,-,201602
29,47,45,43,45,43,40,100,-,81,12,-,1,30,-,29.77,-,0.20,-,201602
1,39,38,37,45,32,27,93,-,53,31,-,7,30.01,-,29.8,-,0.00,-,201603
2,48,38,29,39,33,27,93,-,50,20,-,2,29.99,-,29.53,-,0.02,-,201603
3,41,38,36,37,36,34,94,-,71,20,-,6,29.67,-,29.53,-,0.08,-,201603
4,47,40,32,34,32,28,93,-,37,21,-,4,29.75,-,29.59,-,0.01,-,201603
5,57,46,35,36,33,28,87,-,26,25,-,10,29.61,-,29.42,-,0.00,-,201603
6,52,47,42,37,32,28,81,-,30,21,-,6,29.69,-,29.39,-,0.00,-,201603
7,39,37,35,37,34,28,95,-,44,13,-,2,29.73,-,29.62,-,0.28,-,201603
8,43,38,32,36,34,30,100,-,64,12,-,4,30.06,-,29.68,-,0.08,-,201603
9,44,38,31,36,31,28,93,-,59,9,-,1,30.08,-,29.83,-,0.00,-,201603
10,50,38,26,39,35,27,100,-,56,18,-,1,30.05,-,29.83,-,0.00,-,201603
11,45,44,42,39,37,36,81,-,62,21,-,13,30.24,-,30.04,-,0.00,-,201603
12,46,42,39,37,35,34,81,-,59,16,-,10,30.33,-,30.21,-,0.00,-,201603
13,45,42,37,38,36,32,87,-,65,18,-,7,30.42,-,30.3,-,0.00,-,201603
14,49,40,32,32,28,25,87,-,28,16,-,8,30.46,-,30.24,-,0.00,-,201603
15,40,36,33,36,31,28,100,-,54,18,-,7,30.28,-,30.06,-,0.31,-,201603
16,45,38,32,36,34,32,100,-,57,13,-,1,30.48,-,30.21,-,0.02,-,201603
17,52,39,26,38,32,27,100,-,32,13,-,0,30.48,-,30.18,-,0.00,-,201603
18,58,42,26,36,32,25,100,-,29,18,-,1,30.22,-,29.92,-,0.00,-,201603
19,48,42,37,36,34,33,87,-,46,16,-,2,30.1,-,29.98,-,0.00,-,201603
20,55,46,37,39,35,31,87,-,33,20,-,1,30.1,-,29.92,-,0.00,-,201603
21,54,46,37,34,32,30,76,-,29,16,-,4,30.05,-,29.92,-,0.00,-,201603
22,52,46,39,37,34,30,81,-,41,16,-,1,29.94,-,29.8,-,0.04,-,201603
23,50,42,33,37,32,28,93,-,29,14,-,2,29.83,-,29.65,-,0.00,-,201603
24,51,44,38,36,32,27,87,-,30,20,-,7,30.02,-,29.68,-,0.02,-,201603
25,53,44,34,41,33,28,87,-,28,14,-,2,30.03,-,29.92,-,0.00,-,201603
26,48,45,42,41,40,37,94,-,61,17,-,2,30.13,-,29.98,-,0.04,-,201603
27,57,44,31,39,35,30,96,-,34,18,-,1,30.11,-,29.89,-,0.00,-,201603
28,59,48,36,43,39,35,93,-,37,18,-,2,29.96,-,29.74,-,0.00,-,201603
29,62,50,39,45,40,34,100,-,26,25,-,1,29.99,-,29.77,-,0.02,-,201603
30,59,51,43,50,45,41,93,-,47,16,-,2,30.02,-,29.92,-,0.01,-,201603
31,71,57,43,48,45,41,93,-,27,16,-,1,29.97,-,29.71,-,0.00,-,201603
1,57,50,41,48,41,33,76,-,28,21,-,4,30.26,-,29.68,-,0.00,-,201604
2,57,46,35,36,32,28,87,-,23,25,-,2,30.31,-,30.12,-,0.00,-,201604
3,69,57,45,45,36,26,59,-,25,23,-,11,30.14,-,29.86,-,0.00,-,201604
4,73,60,46,46,43,41,81,-,23,16,-,1,29.85,-,29.71,-,0.00,-,201604
5,75,60,44,50,46,42,87,-,28,8,-,1,29.76,-,29.7,-,0.00,-,201604
6,65,58,50,50,47,43,88,-,41,20,-,4,29.92,-,29.71,-,0.00,-,201604
7,65,57,49,48,45,41,87,-,33,11,-,0,29.91,-,29.8,-,0.00,-,201604
8,53,50,46,47,45,43,100,-,60,18,-,7,29.86,-,29.71,-,1.38,-,201604
9,48,46,45,45,42,40,93,-,67,18,-,11,29.76,-,29.65,-,0.04,-,201604
10,54,49,44,41,40,39,81,-,48,22,-,9,29.95,-,29.74,-,0.00,-,201604
11,54,48,41,46,42,37,93,-,62,14,-,2,29.97,-,29.89,-,0.00,-,201604
12,61,52,42,48,45,41,100,-,47,13,-,1,29.93,-,29.85,-,0.00,-,201604
13,68,54,41,53,46,41,100,-,31,20,-,1,29.88,-,29.62,-,0.00,-,201604
14,59,55,51,50,45,39,94,-,49,25,-,9,29.92,-,29.68,-,0.28,-,201604
15,66,52,37,52,43,35,100,-,37,18,-,2,29.95,-,29.76,-,0.00,-,201604
16,73,57,41,50,46,41,93,-,26,14,-,2,29.83,-,29.68,-,0.00,-,201604
17,70,58,45,52,49,46,100,-,36,16,-,1,29.92,-,29.62,-,0.02,-,201604
18,53,50,48,52,47,43,100,-,64,14,-,5,30.12,-,29.92,-,0.24,-,201604
19,61,53,45,45,38,32,87,-,25,21,-,7,30.23,-,30.12,-,0.00,-,201604
20,59,52,45,36,34,28,71,-,21,18,-,2,30.37,-,30.21,-,0.00,-,201604
21,64,49,34,41,37,31,87,-,27,8,-,1,30.4,-,30.06,-,0.00,-,201604
22,68,54,41,43,41,36,93,-,24,12,-,1,30.07,-,29.86,-,0.00,-,201604
23,61,52,44,46,40,36,82,-,33,9,-,1,29.91,-,29.59,-,0.08,-,201604
24,49,44,39,48,32,26,94,-,29,25,-,4,29.82,-,29.59,-,0.08,-,201604
25,50,44,38,34,30,25,76,-,26,21,-,9,29.86,-,29.77,-,0.00,-,201604
26,61,44,28,37,30,24,93,-,17,22,-,5,29.86,-,29.59,-,0.00,-,201604
27,42,40,37,43,36,28,100,-,51,20,-,1,29.99,-,29.68,-,0.12,-,201604
28,50,40,29,36,31,26,87,-,35,21,-,1,30.12,-,29.98,-,0.00,-,201604
29,58,44,29,37,32,28,100,-,22,7,-,1,30.19,-,30.09,-,0.00,-,201604
30,64,49,34,40,36,32,93,-,19,14,-,1,30.14,-,30.01,-,0.00,-,201604
1,63,52,41,48,44,38,87,-,41,13,-,2,30.06,-,30.01,-,0.00,-,201605
2,66,58,50,52,47,43,88,-,45,18,-,4,30.1,-,30,-,0.20,-,201605
3,61,56,50,48,46,43,94,-,41,20,-,8,30.02,-,29.89,-,0.24,-,201605
4,51,49,47,50,45,42,94,-,67,29,-,13,30.27,-,29.98,-,0.12,-,201605
5,63,54,46,51,47,42,93,-,52,18,-,5,30.3,-,30.18,-,0.04,-,201605
6,71,58,46,50,46,41,100,-,24,13,-,1,30.2,-,30.01,-,0.00,-,201605
7,72,58,44,55,45,41,93,-,24,9,-,1,30.05,-,29.91,-,0.00,-,201605
8,68,58,48,48,45,39,87,-,27,13,-,1,30.06,-,29.97,-,0.00,-,201605
9,70,56,43,50,47,44,93,-,30,14,-,1,30.09,-,30.02,-,0.00,-,201605
10,65,57,49,52,50,46,94,-,48,18,-,1,30.06,-,29.95,-,0.00,-,201605
11,66,59,52,55,53,51,94,-,52,15,-,4,29.96,-,29.74,-,0.00,-,201605
12,58,56,55,57,56,54,100,-,79,13,-,1,29.73,-,29.42,-,0.24,-,201605
13,63,58,53,57,52,48,100,-,55,16,-,2,29.45,-,29.36,-,0.20,-,201605
14,68,62,55,55,50,41,100,-,26,22,-,4,29.77,-,29.44,-,0.08,-,201605
15,58,52,46,46,36,29,71,-,25,21,-,7,30.07,-,29.77,-,0.02,-,201605
16,56,50,43,45,37,34,82,-,32,20,-,4,30.11,-,30.04,-,0.03,-,201605
17,60,52,45,41,37,30,81,-,24,17,-,7,30.09,-,30.01,-,0.00,-,201605
18,64,55,46,45,41,37,87,-,27,10,-,2,30.06,-,29.89,-,0.00,-,201605
19,69,58,46,52,46,41,82,-,36,16,-,4,29.98,-,29.8,-,0.00,-,201605
20,69,60,52,52,50,48,94,-,42,21,-,5,30.12,-,29.97,-,0.35,-,201605
21,72,64,55,50,47,45,82,-,27,14,-,2,30.15,-,30.06,-,0.00,-,201605
22,77,64,51,55,51,48,88,-,29,25,-,2,30.09,-,29.88,-,0.00,-,201605
23,78,66,53,57,52,46,82,-,31,25,-,8,29.89,-,29.66,-,0.16,-,201605
24,63,56,48,52,49,46,96,-,55,24,-,11,29.82,-,29.71,-,0.35,-,201605
25,69,62,55,56,53,49,82,-,51,23,-,4,29.95,-,29.8,-,0.00,-,201605
26,73,62,52,57,54,52,100,-,41,13,-,1,30.04,-,29.95,-,0.00,-,201605
27,78,65,52,61,57,52,100,-,43,14,-,0,30.04,-,29.94,-,0.00,-,201605
28,82,70,57,63,59,57,90,-,36,16,-,1,29.98,-,29.81,-,0.00,-,201605
29,80,70,60,64,61,54,100,-,40,18,-,2,29.83,-,29.64,-,0.00,-,201605
30,73,66,59,59,56,52,88,-,45,18,-,1,29.77,-,29.67,-,0.01,-,201605
31,73,64,55,61,56,52,100,-,44,16,-,1,29.89,-,29.77,-,0.28,-,201605
1,74,64,55,59,55,48,100,-,31,16,-,1,29.92,-,29.85,-,0.35,-,201606
2,72,64,56,59,57,54,100,-,44,11,-,2,29.89,-,29.8,-,0.08,-,201606
3,73,66,58,60,57,52,100,-,41,9,-,1,29.84,-,29.8,-,0.00,-,201606
4,77,66,55,61,58,55,100,-,41,13,-,1,29.92,-,29.82,-,0.28,-,201606
5,75,66,58,59,58,55,94,-,46,10,-,1,30.04,-,29.89,-,0.83,-,201606
6,75,64,54,63,56,48,100,-,39,13,-,0,30.15,-,30.04,-,0.00,-,201606
7,71,61,51,50,46,41,88,-,24,12,-,1,30.23,-,30.14,-,0.00,-,201606
8,75,61,47,52,46,40,93,-,19,7,-,1,30.18,-,29.95,-,0.00,-,201606
9,76,65,54,61,55,50,94,-,44,16,-,1,29.96,-,29.87,-,1.22,-,201606
10,76,68,59,59,53,41,94,-,22,14,-,4,29.95,-,29.79,-,0.04,-,201606
11,73,63,53,59,55,50,94,-,44,9,-,1,29.89,-,29.8,-,0.04,-,201606
12,70,64,57,61,57,53,100,-,52,11,-,1,29.89,-,29.74,-,0.12,-,201606
13,73,65,57,59,56,51,100,-,37,16,-,4,29.76,-,29.55,-,0.00,-,201606
14,74,67,60,57,55,51,82,-,39,18,-,2,29.59,-,29.52,-,0.00,-,201606
15,70,62,55,58,55,52,94,-,47,18,-,2,29.72,-,29.53,-,0.31,-,201606
16,77,66,54,64,59,54,100,-,42,31,-,2,29.73,-,29.59,-,0.00,-,201606
17,71,65,59,64,55,48,94,-,34,28,-,4,30.01,-,29.49,-,0.02,-,201606
18,73,62,52,59,55,52,100,-,41,20,-,1,30.09,-,29.98,-,0.02,-,201606
19,74,64,54,59,56,52,94,-,41,16,-,4,30.1,-,29.99,-,0.47,-,201606
20,64,62,57,61,59,55,100,-,77,16,-,1,30.16,-,30.01,-,1.46,-,201606
21,77,64,52,61,57,52,100,-,34,6,-,1,30.24,-,30.15,-,0.00,-,201606
22,81,68,56,64,61,55,94,-,40,7,-,1,30.3,-,30.21,-,0.00,-,201606
23,86,74,61,65,62,57,94,-,29,9,-,0,30.27,-,30.14,-,0.00,-,201606
24,88,78,67,70,66,63,88,-,39,18,-,4,30.15,-,29.96,-,0.00,-,201606
25,88,78,68,72,68,59,94,-,33,22,-,2,29.98,-,29.8,-,1.89,-,201606
26,75,70,64,64,62,59,94,-,47,28,-,4,30.04,-,29.89,-,0.08,-,201606
27,69,64,60,61,57,54,94,-,54,23,-,4,30.09,-,30.01,-,0.31,-,201606
28,78,68,58,57,53,50,82,-,28,16,-,4,30.08,-,29.99,-,0.00,-,201606
29,86,70,54,63,58,52,94,-,26,9,-,2,30.02,-,29.91,-,0.00,-,201606
30,84,73,62,66,62,59,94,-,36,18,-,2,30.04,-,29.91,-,0.00,-,201606
1,85,73,61,67,62,57,100,-,29,9,-,1,30.09,-,29.99,-,0.00,-,201607
2,87,74,62,66,63,59,94,-,38,21,-,2,30.04,-,29.84,-,0.63,-,201607
3,71,66,60,65,56,50,96,-,37,21,-,9,30.15,-,30,-,0.24,-,201607
4,75,64,53,57,52,48,88,-,29,9,-,1,30.21,-,30.11,-,0.00,-,201607
5,83,70,57,63,57,52,83,-,31,16,-,2,30.13,-,29.89,-,0.00,-,201607
6,78,71,64,61,51,43,78,-,28,22,-,7,30.09,-,29.9,-,0.00,-,201607
7,75,67,59,54,48,44,72,-,26,13,-,1,30.18,-,30.09,-,0.00,-,201607
8,83,67,51,63,56,50,94,-,34,14,-,2,30.15,-,29.96,-,0.00,-,201607
9,81,74,66,60,57,53,73,-,34,20,-,4,30.06,-,29.98,-,0.01,-,201607
10,85,72,58,64,56,52,82,-,29,14,-,1,30.12,-,29.94,-,0.00,-,201607
11,92,79,66,70,64,62,83,-,27,18,-,2,29.95,-,29.85,-,0.00,-,201607
12,83,74,66,70,66,63,100,-,44,30,-,1,29.95,-,29.8,-,0.94,-,201607
13,75,68,62,65,63,60,94,-,56,17,-,4,29.92,-,29.8,-,0.35,-,201607
14,67,61,55,61,53,50,94,-,49,28,-,12,30.06,-,29.77,-,0.39,-,201607
15,70,62,55,52,50,48,82,-,43,22,-,11,30.21,-,30.08,-,0.00,-,201607
16,64,60,57,55,52,48,94,-,46,22,-,6,30.22,-,30.12,-,0.20,-,201607
17,73,64,56,61,56,52,94,-,46,25,-,8,30.15,-,30.02,-,0.08,-,201607
18,81,72,64,66,60,55,83,-,39,18,-,6,30.12,-,30.03,-,0.12,-,201607
19,82,70,58,59,57,55,88,-,34,14,-,0,30.18,-,30.08,-,0.00,-,201607
20,80,70,60,61,59,55,94,-,33,10,-,1,30.12,-,30,-,0.28,-,201607
21,84,71,58,66,60,57,94,-,36,9,-,1,30.04,-,29.92,-,0.00,-,201607
22,83,74,64,66,64,59,94,-,36,12,-,1,30.01,-,29.94,-,0.31,-,201607
23,84,75,66,69,66,64,100,-,44,21,-,1,30.04,-,29.96,-,0.04,-,201607
24,83,75,67,70,67,64,94,-,50,14,-,1,30.06,-,29.99,-,0.63,-,201607
25,83,74,66,67,64,63,88,-,40,14,-,1,30.04,-,29.97,-,0.00,-,201607
26,85,77,69,66,64,61,83,-,39,16,-,2,30.04,-,29.96,-,0.00,-,201607
27,81,74,66,68,65,62,88,-,50,11,-,1,30.04,-,29.91,-,0.00,-,201607
28,79,72,65,65,63,59,94,-,46,18,-,4,30.04,-,29.95,-,0.12,-,201607
29,84,73,62,63,60,57,94,-,30,18,-,2,30.01,-,29.91,-,0.00,-,201607
30,90,75,60,64,60,50,94,-,19,16,-,4,30.01,-,29.89,-,0.00,-,201607
31,90,77,64,68,63,61,94,-,30,29,-,2,29.95,-,29.74,-,0.01,-,201607
1,75,70,64,64,58,52,95,-,37,20,-,4,30.09,-,29.91,-,0.08,-,201608
2,78,66,55,57,53,46,94,-,21,13,-,1,30.12,-,29.99,-,0.00,-,201608
3,82,74,65,63,59,55,78,-,30,16,-,6,30.09,-,29.94,-,0.00,-,201608
4,87,74,61,66,63,59,94,-,32,20,-,2,30.01,-,29.87,-,0.00,-,201608
5,75,68,60,65,62,57,100,-,52,23,-,2,30.09,-,29.81,-,1.85,-,201608
6,74,68,61,59,57,55,88,-,47,20,-,11,30.3,-,30.09,-,0.00,-,201608
7,77,68,58,57,55,52,88,-,33,14,-,4,30.36,-,30.24,-,0.00,-,201608
8,81,68,54,57,55,52,94,-,27,9,-,2,30.26,-,30.06,-,0.00,-,201608
9,80,68,57,63,59,54,94,-,44,20,-,1,30.08,-,29.97,-,1.97,-,201608
10,59,57,55,61,56,50,100,-,79,16,-,6,30.1,-,30.03,-,0.39,-,201608
11,66,59,52,49,46,43,88,-,34,16,-,6,30.23,-,30.09,-,0.00,-,201608
12,66,56,46,55,49,45,93,-,45,18,-,2,30.31,-,30.21,-,0.00,-,201608
13,75,67,59,63,59,55,94,-,51,11,-,2,30.31,-,30.2,-,0.01,-,201608
14,82,68,55,63,60,55,100,-,37,10,-,2,30.21,-,30.09,-,0.00,-,201608
15,77,70,62,63,59,55,94,-,38,12,-,1,30.18,-,30.08,-,0.00,-,201608
16,76,66,57,63,58,55,100,-,41,9,-,1,30.1,-,29.89,-,0.79,-,201608
17,73,66,58,63,54,46,94,-,29,12,-,2,29.93,-,29.86,-,0.01,-,201608
18,78,65,52,59,54,48,88,-,31,17,-,2,29.92,-,29.81,-,0.00,-,201608
19,78,66,55,63,59,55,94,-,41,14,-,2,29.98,-,29.86,-,0.04,-,201608
20,81,70,59,64,62,59,100,-,42,14,-,2,30.04,-,29.95,-,0.00,-,201608
21,70,65,60,64,60,55,94,-,55,18,-,1,30.18,-,29.95,-,0.55,-,201608
22,69,64,59,57,54,51,88,-,49,21,-,7,30.33,-,30.15,-,0.08,-,201608
23,77,66,56,58,55,51,82,-,34,14,-,2,30.36,-,30.25,-,0.00,-,201608
24,78,68,58,61,57,54,94,-,38,12,-,1,30.31,-,30.21,-,0.00,-,201608
25,79,66,52,61,55,52,94,-,30,7,-,1,30.25,-,30.14,-,0.00,-,201608
26,80,68,57,56,54,52,88,-,29,16,-,2,30.2,-,30.13,-,0.00,-,201608
27,83,71,59,61,58,54,82,-,32,20,-,2,30.16,-,30.08,-,0.00,-,201608
28,85,74,64,63,60,57,83,-,31,17,-,7,30.1,-,29.99,-,0.00,-,201608
29,81,71,61,64,60,57,88,-,44,17,-,1,30.09,-,29.98,-,0.00,-,201608
30,78,68,57,61,56,50,88,-,32,18,-,5,30.25,-,30.09,-,0.00,-,201608
31,76,63,50,50,48,45,82,-,25,9,-,2,30.27,-,30.14,-,0.00,-,201608
1,81,66,50,55,53,48,88,-,27,9,-,2,30.19,-,30.09,-,0.00,-,201609
2,82,70,57,63,58,54,83,-,32,13,-,1,30.15,-,30.08,-,0.00,-,201609
3,84,68,53,59,55,49,94,-,20,8,-,1,30.13,-,30.02,-,0.00,-,201609
4,86,72,57,61,57,52,88,-,23,16,-,1,30.06,-,29.88,-,0.02,-,201609
5,70,65,60,61,56,54,88,-,47,21,-,10,30.05,-,29.88,-,0.43,-,201609
6,64,60,55,59,56,53,94,-,73,21,-,8,30.28,-,30.05,-,0.71,-,201609
7,77,66,55,63,59,54,100,-,48,11,-,1,30.3,-,30.12,-,0.00,-,201609
8,80,67,54,63,59,55,100,-,35,11,-,2,30.13,-,29.96,-,0.00,-,201609
9,83,70,57,63,58,55,94,-,30,7,-,2,30.06,-,29.98,-,0.00,-,201609
10,83,70,57,64,59,55,94,-,28,7,-,2,30.06,-,29.98,-,0.00,-,201609
11,85,72,58,63,59,55,94,-,29,9,-,1,30.1,-,30.03,-,0.00,-,201609
12,86,72,59,65,59,54,94,-,25,9,-,1,30.13,-,30.04,-,0.00,-,201609
13,83,70,57,61,59,54,100,-,28,7,-,1,30.09,-,29.96,-,0.00,-,201609
14,81,69,57,63,58,53,94,-,28,9,-,1,30.01,-,29.94,-,0.00,-,201609
15,82,68,55,63,58,54,94,-,33,18,-,1,30.01,-,29.92,-,0.00,-,201609
16,80,70,59,63,60,57,100,-,36,14,-,2,29.95,-,29.8,-,0.00,-,201609
17,68,64,59,63,56,48,94,-,52,22,-,2,29.9,-,29.77,-,0.12,-,201609
18,70,64,57,59,55,51,100,-,49,9,-,1,29.91,-,29.83,-,0.01,-,201609
19,70,64,57,57,55,50,94,-,50,21,-,1,29.92,-,29.83,-,0.00,-,201609
20,65,58,51,50,43,37,77,-,30,18,-,6,30.08,-,29.92,-,0.00,-,201609
21,65,57,49,48,44,41,82,-,37,14,-,4,30.12,-,30.04,-,0.02,-,201609
22,66,55,44,50,44,37,100,-,24,11,-,2,30.25,-,30.12,-,0.02,-,201609
23,70,56,41,46,43,40,93,-,27,11,-,1,30.31,-,30.21,-,0.00,-,201609
24,72,58,44,50,46,42,93,-,28,7,-,1,30.36,-,30.24,-,0.00,-,201609
25,72,58,44,54,48,44,100,-,30,9,-,1,30.27,-,30.09,-,0.00,-,201609
26,69,58,46,52,49,45,100,-,41,8,-,0,30.22,-,30.15,-,0.00,-,201609
27,71,58,45,50,47,44,94,-,30,7,-,1,30.38,-,30.21,-,0.00,-,201609
28,75,60,44,54,49,44,94,-,26,14,-,1,30.4,-,30.27,-,0.00,-,201609
29,80,67,54,54,51,46,88,-,22,15,-,4,30.31,-,30.06,-,0.00,-,201609
30,79,64,50,54,51,48,94,-,28,11,-,4,30.09,-,29.97,-,0.00,-,201609
1,73,62,50,56,53,50,100,-,40,13,-,2,29.99,-,29.86,-,0.00,-,201610
2,64,58,51,57,54,50,100,-,63,18,-,1,30.04,-,29.87,-,0.02,-,201610
3,60,56,53,55,49,44,94,-,54,21,-,10,30.19,-,30.04,-,0.16,-,201610
4,53,50,48,52,46,36,100,-,53,25,-,13,30.31,-,30.06,-,0.87,-,201610
5,53,47,41,41,36,33,87,-,39,22,-,13,30.32,-,30.01,-,0.28,-,201610
6,48,46,43,45,43,40,93,-,78,21,-,7,30.04,-,29.92,-,0.16,-,201610
7,49,43,37,45,39,36,100,-,57,13,-,1,30.1,-,30.01,-,0.00,-,201610
8,55,43,31,45,39,31,100,-,49,9,-,1,30.17,-,30.04,-,0.04,-,201610
9,55,48,42,43,41,39,87,-,45,13,-,1,30.25,-,30.15,-,0.00,-,201610
10,53,47,41,45,43,41,93,-,58,12,-,1,30.26,-,30.09,-,0.08,-,201610
11,48,44,41,43,41,39,100,-,69,13,-,4,30.12,-,29.92,-,0.12,-,201610
12,48,46,43,43,42,41,100,-,71,18,-,8,30.04,-,29.89,-,0.02,-,201610
13,52,48,45,43,42,41,93,-,63,14,-,4,30.11,-,30.01,-,0.01,-,201610
14,57,50,44,45,43,41,87,-,52,28,-,11,30.09,-,30.01,-,0.00,-,201610
